,cdf,Number of Output Tokens
0,0.0,244.9370732476433
1,0.01,244.9370732476433
2,0.02,244.9370732476433
3,0.03,244.9370732476433
4,0.04,244.9370732476433
5,0.05,244.9370732476433
6,0.06,244.9370732476433
7,0.07,244.9370732476433
8,0.08,244.9370732476433
9,0.09,244.9370732476433
10,0.1,244.9370732476433
11,0.11,244.9370732476433
12,0.12,244.9370732476433
13,0.13,244.9370732476433
14,0.14,244.9370732476433
15,0.15,244.9370732476433
16,0.16,244.9370732476433
17,0.17,244.9370732476433
18,0.18,244.9370732476433
19,0.19,244.9370732476433
20,0.2,244.9370732476433
21,0.21,244.9370732476433
22,0.22,244.9370732476433
23,0.23,244.9370732476433
24,0.24,244.9370732476433
25,0.25,244.9370732476433
26,0.26,244.9370732476433
27,0.27,244.9370732476433
28,0.28,244.9370732476433
29,0.29,244.9370732476433
30,0.3,244.9370732476433
31,0.31,244.9370732476433
32,0.32,244.9370732476433
33,0.33,244.9370732476433
34,0.34,244.9370732476433
35,0.35000000000000003,244.9370732476433
36,0.36,244.9370732476433
37,0.37,244.9370732476433
38,0.38,244.9370732476433
39,0.39,244.9370732476433
40,0.4,244.9370732476433
41,0.41000000000000003,244.9370732476433
42,0.42,244.9370732476433
43,0.43,244.9370732476433
44,0.44,244.9370732476433
45,0.45,244.9370732476433
46,0.46,244.9370732476433
47,0.47000000000000003,244.9370732476433
48,0.48,244.9370732476433
49,0.49,244.9370732476433
50,0.5,244.9370732476433
51,0.51,244.9370732476433
52,0.52,244.9370732476433
53,0.53,244.9370732476433
54,0.54,244.9370732476433
55,0.55,244.9370732476433
56,0.56,244.9370732476433
57,0.5700000000000001,244.9370732476433
58,0.58,244.9370732476433
59,0.59,244.9370732476433
60,0.6,244.9370732476433
61,0.61,244.9370732476433
62,0.62,244.9370732476433
63,0.63,244.9370732476433
64,0.64,244.9370732476433
65,0.65,244.9370732476433
66,0.66,244.9370732476433
67,0.67,244.9370732476433
68,0.68,244.9370732476433
69,0.6900000000000001,244.9370732476433
70,0.7000000000000001,244.9370732476433
71,0.71,244.9370732476433
72,0.72,244.9370732476433
73,0.73,244.9370732476433
74,0.74,244.9370732476433
75,0.75,244.9370732476433
76,0.76,244.9370732476433
77,0.77,244.9370732476433
78,0.78,244.9370732476433
79,0.79,244.9370732476433
80,0.8,244.9370732476433
81,0.81,244.9370732476433
82,0.8200000000000001,244.9370732476433
83,0.8300000000000001,244.9370732476433
84,0.84,244.9370732476433
85,0.85,244.9370732476433
86,0.86,244.9370732476433
87,0.87,244.9370732476433
88,0.88,244.9370732476433
89,0.89,244.9370732476433
90,0.9,244.9370732476433
91,0.91,244.9370732476433
92,0.92,244.9370732476433
93,0.93,244.9370732476433
94,0.9400000000000001,244.9370732476433
95,0.9500000000000001,244.9370732476433
96,0.96,244.9370732476433
97,0.97,244.9370732476433
98,0.98,244.9370732476433
99,0.99,244.9370732476433
100,1.0,244.9370732476433
