,cdf,Number of Total Tokens
0,0.0,4328.6123275283735
1,0.01,4328.6123275283735
2,0.02,4328.6123275283735
3,0.03,4328.6123275283735
4,0.04,4328.6123275283735
5,0.05,4328.6123275283735
6,0.06,4328.6123275283735
7,0.07,4328.6123275283735
8,0.08,4328.6123275283735
9,0.09,4328.6123275283735
10,0.1,4328.6123275283735
11,0.11,4328.6123275283735
12,0.12,4328.6123275283735
13,0.13,4328.6123275283735
14,0.14,4328.6123275283735
15,0.15,4328.6123275283735
16,0.16,4328.6123275283735
17,0.17,4328.6123275283735
18,0.18,4328.6123275283735
19,0.19,4328.6123275283735
20,0.2,4328.6123275283735
21,0.21,4328.6123275283735
22,0.22,4328.6123275283735
23,0.23,4328.6123275283735
24,0.24,4328.6123275283735
25,0.25,4328.6123275283735
26,0.26,4328.6123275283735
27,0.27,4328.6123275283735
28,0.28,4328.6123275283735
29,0.29,4328.6123275283735
30,0.3,4328.6123275283735
31,0.31,4328.6123275283735
32,0.32,4328.6123275283735
33,0.33,4328.6123275283735
34,0.34,4328.6123275283735
35,0.35000000000000003,4328.6123275283735
36,0.36,4328.6123275283735
37,0.37,4328.6123275283735
38,0.38,4328.6123275283735
39,0.39,4328.6123275283735
40,0.4,4328.6123275283735
41,0.41000000000000003,4328.6123275283735
42,0.42,4328.6123275283735
43,0.43,4328.6123275283735
44,0.44,4328.6123275283735
45,0.45,4328.6123275283735
46,0.46,4328.6123275283735
47,0.47000000000000003,4328.6123275283735
48,0.48,4328.6123275283735
49,0.49,4328.6123275283735
50,0.5,4328.6123275283735
51,0.51,4328.6123275283735
52,0.52,4328.6123275283735
53,0.53,4328.6123275283735
54,0.54,4328.6123275283735
55,0.55,4328.6123275283735
56,0.56,4328.6123275283735
57,0.5700000000000001,4328.6123275283735
58,0.58,4328.6123275283735
59,0.59,4328.6123275283735
60,0.6,4328.6123275283735
61,0.61,4328.6123275283735
62,0.62,4328.6123275283735
63,0.63,4328.6123275283735
64,0.64,4328.6123275283735
65,0.65,4328.6123275283735
66,0.66,4328.6123275283735
67,0.67,4328.6123275283735
68,0.68,4328.6123275283735
69,0.6900000000000001,4328.6123275283735
70,0.7000000000000001,4328.6123275283735
71,0.71,4328.6123275283735
72,0.72,4328.6123275283735
73,0.73,4328.6123275283735
74,0.74,4328.6123275283735
75,0.75,4328.6123275283735
76,0.76,4328.6123275283735
77,0.77,4328.6123275283735
78,0.78,4328.6123275283735
79,0.79,4328.6123275283735
80,0.8,4328.6123275283735
81,0.81,4328.6123275283735
82,0.8200000000000001,4328.6123275283735
83,0.8300000000000001,4328.6123275283735
84,0.84,4328.6123275283735
85,0.85,4328.6123275283735
86,0.86,4328.6123275283735
87,0.87,4328.6123275283735
88,0.88,4328.6123275283735
89,0.89,4328.6123275283735
90,0.9,4328.6123275283735
91,0.91,4328.6123275283735
92,0.92,4328.6123275283735
93,0.93,4328.6123275283735
94,0.9400000000000001,4328.6123275283735
95,0.9500000000000001,4328.6123275283735
96,0.96,4328.6123275283735
97,0.97,4328.6123275283735
98,0.98,4328.6123275283735
99,0.99,4328.6123275283735
100,1.0,4328.6123275283735
