,cdf,Normalized End to End Latency
0,0.0,0.0249469993553874
1,0.01,0.0249469993553874
2,0.02,0.0249469993553874
3,0.03,0.0249469993553874
4,0.04,0.0249469993553874
5,0.05,0.0249469993553874
6,0.06,0.0249469993553874
7,0.07,0.0249469993553874
8,0.08,0.0249469993553874
9,0.09,0.0249469993553874
10,0.1,0.0249469993553874
11,0.11,0.0249469993553874
12,0.12,0.02514737585434463
13,0.13,0.02514737585434463
14,0.14,0.02514737585434463
15,0.15,0.02514737585434463
16,0.16,0.02514737585434463
17,0.17,0.02514737585434463
18,0.18,0.02514737585434463
19,0.19,0.02514737585434463
20,0.2,0.02514737585434463
21,0.21,0.02514737585434463
22,0.22,0.02514737585434463
23,0.23,0.027405770131964907
24,0.24,0.027405770131964907
25,0.25,0.027405770131964907
26,0.26,0.027405770131964907
27,0.27,0.027405770131964907
28,0.28,0.027405770131964907
29,0.29,0.027405770131964907
30,0.3,0.027405770131964907
31,0.31,0.027405770131964907
32,0.32,0.027405770131964907
33,0.33,0.027405770131964907
34,0.34,0.027460636538635508
35,0.35000000000000003,0.027460636538635508
36,0.36,0.027460636538635508
37,0.37,0.027460636538635508
38,0.38,0.027460636538635508
39,0.39,0.027460636538635508
40,0.4,0.027460636538635508
41,0.41000000000000003,0.027460636538635508
42,0.42,0.027460636538635508
43,0.43,0.027460636538635508
44,0.44,0.027460636538635508
45,0.45,0.02773662061654186
46,0.46,0.02773662061654186
47,0.47000000000000003,0.02773662061654186
48,0.48,0.02773662061654186
49,0.49,0.02773662061654186
50,0.5,0.02773662061654186
51,0.51,0.02773662061654186
52,0.52,0.02773662061654186
53,0.53,0.02773662061654186
54,0.54,0.02773662061654186
55,0.55,0.02773662061654186
56,0.56,0.028695881057752136
57,0.5700000000000001,0.028695881057752136
58,0.58,0.028695881057752136
59,0.59,0.028695881057752136
60,0.6,0.028695881057752136
61,0.61,0.028695881057752136
62,0.62,0.028695881057752136
63,0.63,0.028695881057752136
64,0.64,0.028695881057752136
65,0.65,0.028695881057752136
66,0.66,0.028695881057752136
67,0.67,0.03028806114691645
68,0.68,0.03028806114691645
69,0.6900000000000001,0.03028806114691645
70,0.7000000000000001,0.03028806114691645
71,0.71,0.03028806114691645
72,0.72,0.03028806114691645
73,0.73,0.03028806114691645
74,0.74,0.03028806114691645
75,0.75,0.03028806114691645
76,0.76,0.03028806114691645
77,0.77,0.03028806114691645
78,0.78,0.030592461324073388
79,0.79,0.030592461324073388
80,0.8,0.030592461324073388
81,0.81,0.030592461324073388
82,0.8200000000000001,0.030592461324073388
83,0.8300000000000001,0.030592461324073388
84,0.84,0.030592461324073388
85,0.85,0.030592461324073388
86,0.86,0.030592461324073388
87,0.87,0.030592461324073388
88,0.88,0.030592461324073388
89,0.89,0.030653707492890352
90,0.9,0.030653707492890352
91,0.91,0.030653707492890352
92,0.92,0.030653707492890352
93,0.93,0.030653707492890352
94,0.9400000000000001,0.030653707492890352
95,0.9500000000000001,0.030653707492890352
96,0.96,0.030653707492890352
97,0.97,0.030653707492890352
98,0.98,0.030653707492890352
99,0.99,0.030653707492890352
100,1.0,0.03714219598190319
