,cdf,Number of Total Tokens
0,0.0,514.4002099151542
1,0.01,514.4002099151542
2,0.02,514.4002099151542
3,0.03,514.4002099151542
4,0.04,514.4002099151542
5,0.05,514.4002099151542
6,0.06,514.4002099151542
7,0.07,514.4002099151542
8,0.08,514.4002099151542
9,0.09,514.4002099151542
10,0.1,514.4002099151542
11,0.11,514.4002099151542
12,0.12,514.4002099151542
13,0.13,514.4002099151542
14,0.14,514.4002099151542
15,0.15,514.4002099151542
16,0.16,514.4002099151542
17,0.17,514.4002099151542
18,0.18,514.4002099151542
19,0.19,514.4002099151542
20,0.2,514.4002099151542
21,0.21,514.4002099151542
22,0.22,514.4002099151542
23,0.23,514.4002099151542
24,0.24,514.4002099151542
25,0.25,514.4002099151542
26,0.26,514.4002099151542
27,0.27,514.4002099151542
28,0.28,514.4002099151542
29,0.29,514.4002099151542
30,0.3,514.4002099151542
31,0.31,514.4002099151542
32,0.32,514.4002099151542
33,0.33,514.4002099151542
34,0.34,514.4002099151542
35,0.35000000000000003,514.4002099151542
36,0.36,514.4002099151542
37,0.37,514.4002099151542
38,0.38,514.4002099151542
39,0.39,514.4002099151542
40,0.4,514.4002099151542
41,0.41000000000000003,514.4002099151542
42,0.42,514.4002099151542
43,0.43,514.4002099151542
44,0.44,514.4002099151542
45,0.45,514.4002099151542
46,0.46,514.4002099151542
47,0.47000000000000003,514.4002099151542
48,0.48,514.4002099151542
49,0.49,514.4002099151542
50,0.5,514.4002099151542
51,0.51,514.4002099151542
52,0.52,514.4002099151542
53,0.53,514.4002099151542
54,0.54,514.4002099151542
55,0.55,514.4002099151542
56,0.56,514.4002099151542
57,0.5700000000000001,514.4002099151542
58,0.58,514.4002099151542
59,0.59,514.4002099151542
60,0.6,514.4002099151542
61,0.61,514.4002099151542
62,0.62,514.4002099151542
63,0.63,514.4002099151542
64,0.64,514.4002099151542
65,0.65,514.4002099151542
66,0.66,514.4002099151542
67,0.67,514.4002099151542
68,0.68,514.4002099151542
69,0.6900000000000001,514.4002099151542
70,0.7000000000000001,514.4002099151542
71,0.71,514.4002099151542
72,0.72,514.4002099151542
73,0.73,514.4002099151542
74,0.74,514.4002099151542
75,0.75,514.4002099151542
76,0.76,514.4002099151542
77,0.77,514.4002099151542
78,0.78,514.4002099151542
79,0.79,514.4002099151542
80,0.8,514.4002099151542
81,0.81,514.4002099151542
82,0.8200000000000001,514.4002099151542
83,0.8300000000000001,514.4002099151542
84,0.84,514.4002099151542
85,0.85,514.4002099151542
86,0.86,514.4002099151542
87,0.87,514.4002099151542
88,0.88,514.4002099151542
89,0.89,514.4002099151542
90,0.9,514.4002099151542
91,0.91,514.4002099151542
92,0.92,514.4002099151542
93,0.93,514.4002099151542
94,0.9400000000000001,514.4002099151542
95,0.9500000000000001,514.4002099151542
96,0.96,514.4002099151542
97,0.97,514.4002099151542
98,0.98,514.4002099151542
99,0.99,514.4002099151542
100,1.0,514.4002099151542
