,cdf,Number of Total Tokens
0,0.0,8476.072856732038
1,0.01,8476.072856732038
2,0.02,8476.072856732038
3,0.03,8476.072856732038
4,0.04,8476.072856732038
5,0.05,8476.072856732038
6,0.06,8476.072856732038
7,0.07,8476.072856732038
8,0.08,8476.072856732038
9,0.09,8476.072856732038
10,0.1,8476.072856732038
11,0.11,8476.072856732038
12,0.12,8476.072856732038
13,0.13,8476.072856732038
14,0.14,8476.072856732038
15,0.15,8476.072856732038
16,0.16,8476.072856732038
17,0.17,8476.072856732038
18,0.18,8476.072856732038
19,0.19,8476.072856732038
20,0.2,8476.072856732038
21,0.21,8476.072856732038
22,0.22,8476.072856732038
23,0.23,8476.072856732038
24,0.24,8476.072856732038
25,0.25,8476.072856732038
26,0.26,8476.072856732038
27,0.27,8476.072856732038
28,0.28,8476.072856732038
29,0.29,8476.072856732038
30,0.3,8476.072856732038
31,0.31,8476.072856732038
32,0.32,8476.072856732038
33,0.33,8476.072856732038
34,0.34,8476.072856732038
35,0.35000000000000003,8476.072856732038
36,0.36,8476.072856732038
37,0.37,8476.072856732038
38,0.38,8476.072856732038
39,0.39,8476.072856732038
40,0.4,8476.072856732038
41,0.41000000000000003,8476.072856732038
42,0.42,8476.072856732038
43,0.43,8476.072856732038
44,0.44,8476.072856732038
45,0.45,8476.072856732038
46,0.46,8476.072856732038
47,0.47000000000000003,8476.072856732038
48,0.48,8476.072856732038
49,0.49,8476.072856732038
50,0.5,8476.072856732038
51,0.51,8476.072856732038
52,0.52,8476.072856732038
53,0.53,8476.072856732038
54,0.54,8476.072856732038
55,0.55,8476.072856732038
56,0.56,8476.072856732038
57,0.5700000000000001,8476.072856732038
58,0.58,8476.072856732038
59,0.59,8476.072856732038
60,0.6,8476.072856732038
61,0.61,8476.072856732038
62,0.62,8476.072856732038
63,0.63,8476.072856732038
64,0.64,8476.072856732038
65,0.65,8476.072856732038
66,0.66,8476.072856732038
67,0.67,8476.072856732038
68,0.68,8476.072856732038
69,0.6900000000000001,8476.072856732038
70,0.7000000000000001,8476.072856732038
71,0.71,8476.072856732038
72,0.72,8476.072856732038
73,0.73,8476.072856732038
74,0.74,8476.072856732038
75,0.75,8476.072856732038
76,0.76,8476.072856732038
77,0.77,8476.072856732038
78,0.78,8476.072856732038
79,0.79,8476.072856732038
80,0.8,8476.072856732038
81,0.81,8476.072856732038
82,0.8200000000000001,8476.072856732038
83,0.8300000000000001,8476.072856732038
84,0.84,8476.072856732038
85,0.85,8476.072856732038
86,0.86,8476.072856732038
87,0.87,8476.072856732038
88,0.88,8476.072856732038
89,0.89,8476.072856732038
90,0.9,8476.072856732038
91,0.91,8476.072856732038
92,0.92,8476.072856732038
93,0.93,8476.072856732038
94,0.9400000000000001,8476.072856732038
95,0.9500000000000001,8476.072856732038
96,0.96,8476.072856732038
97,0.97,8476.072856732038
98,0.98,8476.072856732038
99,0.99,8476.072856732038
100,1.0,8476.072856732038
