BATCH,batch_num_tokens,batch_num_prefill_tokens,batch_num_decode_tokens,batch_size,batch_execution_time,inter_batch_delay
2060150,512.0,512.0,0.0,1.0,0.0378262996673584,9.34600830078125e-05
2060151,512.0,512.0,0.0,1.0,0.03783249855041504,6.0558319091796875e-05
2060152,512.0,512.0,0.0,1.0,0.038040876388549805,5.8650970458984375e-05
2060153,512.0,512.0,0.0,1.0,0.03843092918395996,6.4849853515625e-05
2060154,512.0,512.0,0.0,1.0,0.038774728775024414,5.817413330078125e-05
2060155,512.0,512.0,0.0,1.0,0.039155006408691406,6.246566772460938e-05
2060156,512.0,512.0,0.0,1.0,0.039452314376831055,5.91278076171875e-05
2060157,512.0,512.0,0.0,1.0,0.03983116149902344,6.413459777832031e-05
2060158,512.0,512.0,0.0,1.0,0.040187835693359375,6.031990051269531e-05
2060159,512.0,512.0,0.0,1.0,0.040421485900878906,6.341934204101562e-05
2060160,512.0,512.0,0.0,1.0,0.04064345359802246,5.936622619628906e-05
2060161,512.0,512.0,0.0,1.0,0.040932655334472656,3.814697265625e-05
2060162,512.0,512.0,0.0,1.0,0.04129314422607422,6.103515625e-05
2060163,12.0,12.0,0.0,1.0,0.018475770950317383,6.29425048828125e-05
2060164,1.0,0.0,1.0,1.0,0.01532888412475586,5.1021575927734375e-05
2060165,1.0,0.0,1.0,1.0,0.015114307403564453,4.935264587402344e-05
2060166,1.0,0.0,1.0,1.0,0.015104055404663086,4.8160552978515625e-05
2060167,1.0,0.0,1.0,1.0,0.015136480331420898,5.0067901611328125e-05
2060168,1.0,0.0,1.0,1.0,0.015325546264648438,5.269050598144531e-05
2060169,1.0,0.0,1.0,1.0,0.015162229537963867,5.555152893066406e-05
2060170,1.0,0.0,1.0,1.0,0.015145540237426758,5.054473876953125e-05
2060171,1.0,0.0,1.0,1.0,0.015182733535766602,4.9114227294921875e-05
2060172,1.0,0.0,1.0,1.0,0.015143156051635742,4.9114227294921875e-05
2060173,1.0,0.0,1.0,1.0,0.015221357345581055,5.173683166503906e-05
2060174,1.0,0.0,1.0,1.0,0.015107870101928711,5.173683166503906e-05
2060175,1.0,0.0,1.0,1.0,0.015137910842895508,5.054473876953125e-05
2060176,1.0,0.0,1.0,1.0,0.01511693000793457,5.1975250244140625e-05
2060177,1.0,0.0,1.0,1.0,0.015166759490966797,4.887580871582031e-05
2060178,1.0,0.0,1.0,1.0,0.015174627304077148,4.935264587402344e-05
2060179,1.0,0.0,1.0,1.0,0.015144586563110352,5.316734313964844e-05
2060180,1.0,0.0,1.0,1.0,0.015200138092041016,5.0067901611328125e-05
2060181,1.0,0.0,1.0,1.0,0.015199422836303711,5.030632019042969e-05
2060182,1.0,0.0,1.0,1.0,0.01519155502319336,4.982948303222656e-05
2060183,1.0,0.0,1.0,1.0,0.015254020690917969,6.103515625e-05
2060184,1.0,0.0,1.0,1.0,0.015300750732421875,5.054473876953125e-05
2060185,1.0,0.0,1.0,1.0,0.015280485153198242,5.53131103515625e-05
2060186,1.0,0.0,1.0,1.0,0.015205860137939453,5.1975250244140625e-05
2060187,1.0,0.0,1.0,1.0,0.01520538330078125,5.030632019042969e-05
2060188,1.0,0.0,1.0,1.0,0.015271425247192383,4.982948303222656e-05
2060189,1.0,0.0,1.0,1.0,0.015332698822021484,4.9114227294921875e-05
2060190,1.0,0.0,1.0,1.0,0.015234231948852539,5.221366882324219e-05
2060191,1.0,0.0,1.0,1.0,0.015257120132446289,5.173683166503906e-05
2060192,1.0,0.0,1.0,1.0,0.015247821807861328,5.078315734863281e-05
2060193,1.0,0.0,1.0,1.0,0.015223026275634766,4.9114227294921875e-05
2060194,1.0,0.0,1.0,1.0,0.015271902084350586,4.839897155761719e-05
2060195,1.0,0.0,1.0,1.0,0.015329360961914062,5.173683166503906e-05
2060196,1.0,0.0,1.0,1.0,0.015237569808959961,5.1021575927734375e-05
2060197,1.0,0.0,1.0,1.0,0.015360355377197266,5.030632019042969e-05
2060198,1.0,0.0,1.0,1.0,0.015225648880004883,4.982948303222656e-05
2060199,1.0,0.0,1.0,1.0,0.015267372131347656,4.863739013671875e-05
2060200,1.0,0.0,1.0,1.0,0.01541447639465332,5.054473876953125e-05
2060201,1.0,0.0,1.0,1.0,0.015236377716064453,5.6743621826171875e-05
2060202,1.0,0.0,1.0,1.0,0.015234231948852539,5.125999450683594e-05
2060203,1.0,0.0,1.0,1.0,0.015245437622070312,5.125999450683594e-05
2060204,1.0,0.0,1.0,1.0,0.01518702507019043,5.030632019042969e-05
2060205,1.0,0.0,1.0,1.0,0.015209197998046875,4.863739013671875e-05
2060206,1.0,0.0,1.0,1.0,0.015241384506225586,5.14984130859375e-05
2060207,1.0,0.0,1.0,1.0,0.015342235565185547,5.221366882324219e-05
2060208,1.0,0.0,1.0,1.0,0.015249967575073242,5.054473876953125e-05
2060209,1.0,0.0,1.0,1.0,0.015233516693115234,4.9591064453125e-05
2060210,1.0,0.0,1.0,1.0,0.015349388122558594,4.839897155761719e-05
2060211,1.0,0.0,1.0,1.0,0.015308618545532227,5.030632019042969e-05
2060212,1.0,0.0,1.0,1.0,0.015360116958618164,5.221366882324219e-05
2060213,1.0,0.0,1.0,1.0,0.015306949615478516,5.1021575927734375e-05
2060214,1.0,0.0,1.0,1.0,0.015212774276733398,5.125999450683594e-05
2060215,1.0,0.0,1.0,1.0,0.015282392501831055,4.982948303222656e-05
2060216,1.0,0.0,1.0,1.0,0.015503168106079102,4.9114227294921875e-05
2060217,1.0,0.0,1.0,1.0,0.015362262725830078,5.650520324707031e-05
2060218,1.0,0.0,1.0,1.0,0.015342473983764648,5.173683166503906e-05
2060219,1.0,0.0,1.0,1.0,0.015617609024047852,5.125999450683594e-05
2060220,1.0,0.0,1.0,1.0,0.015411138534545898,9.942054748535156e-05
2060221,1.0,0.0,1.0,1.0,0.015130043029785156,5.269050598144531e-05
2060222,1.0,0.0,1.0,1.0,0.01532292366027832,5.459785461425781e-05
2060223,1.0,0.0,1.0,1.0,0.015344381332397461,5.555152893066406e-05
2060224,1.0,0.0,1.0,1.0,0.015240192413330078,5.412101745605469e-05
2060225,1.0,0.0,1.0,1.0,0.015298128128051758,5.4836273193359375e-05
2060226,1.0,0.0,1.0,1.0,0.015366554260253906,5.412101745605469e-05
2060227,1.0,0.0,1.0,1.0,0.015202760696411133,5.340576171875e-05
2060228,1.0,0.0,1.0,1.0,0.015266180038452148,6.413459777832031e-05
2060229,1.0,0.0,1.0,1.0,0.015274763107299805,5.2928924560546875e-05
2060230,513.0,512.0,1.0,2.0,0.04483199119567871,5.459785461425781e-05
2060231,13.0,12.0,1.0,2.0,0.016473770141601562,7.891654968261719e-05
2060232,2.0,0.0,2.0,2.0,0.01557016372680664,5.507469177246094e-05
2060233,2.0,0.0,2.0,2.0,0.015478372573852539,6.103515625e-05
2060234,2.0,0.0,2.0,2.0,0.01552438735961914,5.459785461425781e-05
2060235,2.0,0.0,2.0,2.0,0.015483379364013672,5.2928924560546875e-05
2060236,2.0,0.0,2.0,2.0,0.01564931869506836,5.5789947509765625e-05
2060237,2.0,0.0,2.0,2.0,0.015481948852539062,5.459785461425781e-05
2060238,2.0,0.0,2.0,2.0,0.015460491180419922,5.6743621826171875e-05
2060239,2.0,0.0,2.0,2.0,0.015367507934570312,5.316734313964844e-05
2060240,2.0,0.0,2.0,2.0,0.015358686447143555,5.269050598144531e-05
2060241,2.0,0.0,2.0,2.0,0.01544642448425293,5.3882598876953125e-05
2060242,2.0,0.0,2.0,2.0,0.015397787094116211,5.412101745605469e-05
2060243,2.0,0.0,2.0,2.0,0.015468358993530273,5.6743621826171875e-05
2060244,2.0,0.0,2.0,2.0,0.015523433685302734,5.3882598876953125e-05
2060245,2.0,0.0,2.0,2.0,0.01542043685913086,5.435943603515625e-05
2060246,2.0,0.0,2.0,2.0,0.015427589416503906,6.413459777832031e-05
2060247,2.0,0.0,2.0,2.0,0.015520095825195312,5.53131103515625e-05
2060248,2.0,0.0,2.0,2.0,0.015618324279785156,5.650520324707031e-05
2060249,2.0,0.0,2.0,2.0,0.015499353408813477,5.888938903808594e-05
2060250,2.0,0.0,2.0,2.0,0.015503168106079102,5.3882598876953125e-05
2060251,2.0,0.0,2.0,2.0,0.015471220016479492,5.4836273193359375e-05
2060252,2.0,0.0,2.0,2.0,0.015699386596679688,5.412101745605469e-05
2060253,2.0,0.0,2.0,2.0,0.015453577041625977,6.008148193359375e-05
2060254,2.0,0.0,2.0,2.0,0.015372753143310547,5.435943603515625e-05
