,cdf,Number of Total Tokens
0,0.0,1033.8053767104652
1,0.01,1035.87505714432
2,0.02,1035.87505714432
3,0.03,1035.87505714432
4,0.04,1035.87505714432
5,0.05,1035.87505714432
6,0.06,1035.87505714432
7,0.07,1035.87505714432
8,0.08,1035.87505714432
9,0.09,1035.87505714432
10,0.1,1035.87505714432
11,0.11,1035.87505714432
12,0.12,1035.87505714432
13,0.13,1035.87505714432
14,0.14,1035.87505714432
15,0.15,1035.87505714432
16,0.16,1035.87505714432
17,0.17,1035.87505714432
18,0.18,1035.87505714432
19,0.19,1035.87505714432
20,0.2,1035.87505714432
21,0.21,1035.87505714432
22,0.22,1035.87505714432
23,0.23,1035.87505714432
24,0.24,1035.87505714432
25,0.25,1035.87505714432
26,0.26,1035.87505714432
27,0.27,1035.87505714432
28,0.28,1035.87505714432
29,0.29,1035.87505714432
30,0.3,1035.87505714432
31,0.31,1035.87505714432
32,0.32,1035.87505714432
33,0.33,1035.87505714432
34,0.34,1035.87505714432
35,0.35000000000000003,1035.87505714432
36,0.36,1035.87505714432
37,0.37,1035.87505714432
38,0.38,1035.87505714432
39,0.39,1035.87505714432
40,0.4,1035.87505714432
41,0.41000000000000003,1035.87505714432
42,0.42,1035.87505714432
43,0.43,1035.87505714432
44,0.44,1035.87505714432
45,0.45,1035.87505714432
46,0.46,1035.87505714432
47,0.47000000000000003,1035.87505714432
48,0.48,1035.87505714432
49,0.49,1035.87505714432
50,0.5,1035.87505714432
51,0.51,1035.87505714432
52,0.52,1035.87505714432
53,0.53,1035.87505714432
54,0.54,1035.87505714432
55,0.55,1035.87505714432
56,0.56,1035.87505714432
57,0.5700000000000001,1035.87505714432
58,0.58,1035.87505714432
59,0.59,1035.87505714432
60,0.6,1035.87505714432
61,0.61,1035.87505714432
62,0.62,1035.87505714432
63,0.63,1035.87505714432
64,0.64,1035.87505714432
65,0.65,1035.87505714432
66,0.66,1035.87505714432
67,0.67,1035.87505714432
68,0.68,1035.87505714432
69,0.6900000000000001,1035.87505714432
70,0.7000000000000001,1035.87505714432
71,0.71,1035.87505714432
72,0.72,1035.87505714432
73,0.73,1035.87505714432
74,0.74,1035.87505714432
75,0.75,1035.87505714432
76,0.76,1035.87505714432
77,0.77,1035.87505714432
78,0.78,1035.87505714432
79,0.79,1035.87505714432
80,0.8,1035.87505714432
81,0.81,1035.87505714432
82,0.8200000000000001,1035.87505714432
83,0.8300000000000001,1035.87505714432
84,0.84,1035.87505714432
85,0.85,1035.87505714432
86,0.86,1035.87505714432
87,0.87,1035.87505714432
88,0.88,1035.87505714432
89,0.89,1035.87505714432
90,0.9,1035.87505714432
91,0.91,1035.87505714432
92,0.92,1035.87505714432
93,0.93,1035.87505714432
94,0.9400000000000001,1035.87505714432
95,0.9500000000000001,1035.87505714432
96,0.96,1035.87505714432
97,0.97,1035.87505714432
98,0.98,1035.87505714432
99,0.99,1035.87505714432
100,1.0,1035.87505714432
