,cdf,Time Between Tokens
0,0.0,0.0
1,0.01,0.03228987245080231
2,0.02,0.0381968744142284
3,0.03,0.039676286954963204
4,0.04,0.04072139833818039
5,0.05,0.0412955074932817
6,0.06,0.04171053438244991
7,0.07,0.042129732362595984
8,0.08,0.042468122088452895
9,0.09,0.043153077299555066
10,0.1,0.04367403388887171
11,0.11,0.044112965373737816
12,0.12,0.04473489041347754
13,0.13,0.04527494311404125
14,0.14,0.045729964009496867
15,0.15,0.04618955794251058
16,0.16,0.04684075974714052
17,0.17,0.04731151736665383
18,0.18,0.04778700618048432
19,0.19,0.04836390491659591
20,0.2,0.048752368066212935
21,0.21,0.049340920933777434
22,0.22,0.049637856474173424
23,0.23,0.05013672539256133
24,0.24,0.05053942799259056
25,0.25,0.05104735785841233
26,0.26,0.05145737473871811
27,0.27,0.051767047178677375
28,0.28,0.05207858323916838
29,0.29,0.05249688301267856
30,0.3,0.053024485635102384
31,0.31,0.053343589008089935
32,0.32,0.05377204941949993
33,0.33,0.05420395126272135
34,0.34,0.05453015270475353
35,0.35000000000000003,0.0547487102120296
36,0.36,0.055188456680870634
37,0.37,0.055520582913985525
38,0.38,0.05585470789541409
39,0.39,0.05607857423581017
40,0.4,0.05630333783518858
41,0.41000000000000003,0.056529002289774054
42,0.42,0.05686919597739268
43,0.43,0.05721143696357326
44,0.44,0.05744074109037704
45,0.45,0.057786421656804025
46,0.46,0.05801803032916732
47,0.47000000000000003,0.05848403626551822
48,0.48,0.05871844098561578
49,0.49,0.0589537852026481
50,0.5,0.05919007268213019
51,0.51,0.05942730720466924
52,0.52,0.05954628079266658
53,0.53,0.0597849430015929
54,0.54,0.06002456177152037
55,0.55,0.06026514093635693
56,0.56,0.060506684345376996
57,0.5700000000000001,0.06074919586328281
58,0.58,0.06099267937026638
59,0.59,0.061359735636470215
60,0.6,0.06160566619420101
61,0.61,0.061852582444562265
62,0.62,0.061976411438445275
63,0.63,0.062224813640200376
64,0.64,0.062349387841682265
65,0.65,0.0624742114409649
66,0.66,0.06259928493734322
67,0.67,0.06285018362356636
68,0.68,0.0629760098170069
69,0.6900000000000001,0.06310208791473867
70,0.7000000000000001,0.06322841842107449
71,0.71,0.0634818386818601
72,0.72,0.06360892944999194
73,0.73,0.06386387480355367
74,0.74,0.063991730408766
75,0.75,0.06424821003317024
76,0.76,0.06450571763099099
77,0.77,0.0646348582068288
78,0.78,0.06489391549517551
79,0.79,0.06515401108824675
80,0.8,0.06541514914758036
81,0.81,0.0656773338513936
82,0.8200000000000001,0.06580882000525025
83,0.8300000000000001,0.06607258254659137
84,0.84,0.06620485998912709
85,0.85,0.06647020986348245
86,0.86,0.06660328335670263
87,0.87,0.06673662326332266
88,0.88,0.06700410445127065
89,0.89,0.06727265770703401
90,0.9,0.06740733770244349
91,0.91,0.06781299762667141
92,0.92,0.06808479293600143
93,0.93,0.06835767760419717
94,0.9400000000000001,0.06876905671012956
95,0.9500000000000001,0.06946019745182111
96,0.96,0.0711474082978508
97,0.97,0.07375537765970896
98,0.98,0.08037907962428716
99,0.99,0.20825311855348488
100,1.0,50.95795140178327
