COUNT,Count,Percentage
259.2715,1750,42.18900675024108
797.76,1357,32.7145612343298
1329.6,375,9.040501446480231
1861.44,271,6.533269045323047
2393.2799999999997,92,2.217936354869817
2925.12,43,1.0366441658630665
3456.96,53,1.2777242044358728
3988.8,58,1.3982642237222758
4520.64,30,0.7232401157184185
5052.48,13,0.313404050144648
5584.32,21,0.506268081002893
6116.16,17,0.4098360655737705
6648.0,13,0.313404050144648
7179.84,17,0.4098360655737705
7711.68,9,0.21697203471552556
8243.52,7,0.16875602700096431
8775.36,5,0.12054001928640308
9307.2,5,0.12054001928640308
