SECONDS,prefix_cache_block_hits_cpu
1746685455.5551162,9645312.0
1746685455.6571004,9679328.0
1746685455.7469976,9713696.0
1746685455.8237138,9748064.0
1746685455.905725,9782432.0
1746685455.9765942,9816800.0
1746685456.0840154,9851200.0
1746685456.161805,9885600.0
1746685456.261723,9920032.0
1746685456.347401,9954528.0
1746685456.4314494,9989056.0
1746685456.507375,10023584.0
1746685456.5962443,10058144.0
1746685456.6879754,10092864.0
1746685456.7738445,10127648.0
1746685456.8664107,10162528.0
1746685456.9560533,10197440.0
1746685457.0241244,10232352.0
1746685457.1118295,10267296.0
1746685457.1999867,10302496.0
1746685457.2758937,10337696.0
1746685457.3640735,10372896.0
1746685457.4395688,10408096.0
1746685457.550209,10443328.0
1746685457.6400285,10478624.0
1746685457.7359512,10514368.0
1746685457.8285334,10550208.0
1746685457.921478,10586112.0
1746685458.011974,10622048.0
1746685458.0837772,10657984.0
1746685458.1733494,10693952.0
1746685458.2524712,10729920.0
1746685458.3502908,10765984.0
1746685458.427945,10802048.0
1746685458.5190542,10838208.0
1746685458.606525,10874368.0
1746685458.7041516,10910560.0
1746685458.7916734,10946752.0
1746685458.8692331,10982944.0
1746685458.9659693,11019264.0
1746685459.0518587,11055840.0
1746685459.1363022,11092448.0
1746685459.2239652,11129120.0
1746685459.314428,11165824.0
1746685459.394287,11202528.0
1746685459.4961169,11239360.0
1746685459.5886192,11276320.0
1746685459.67869,11313312.0
1746685459.7801502,11350624.0
1746685459.855941,11387936.0
1746685459.936147,11425248.0
1746685460.0091558,11462560.0
1746685460.1202633,11500000.0
1746685460.2083905,11537472.0
1746685460.2859426,11574944.0
1746685460.3763204,11612448.0
1746685460.460192,11649984.0
1746685460.5319815,11687520.0
1746685460.6248085,11725152.0
1746685460.70807,11762848.0
1746685460.783773,11800544.0
1746685460.8783076,11838272.0
1746685460.9599926,11876064.0
1746685461.035681,11913856.0
1746685461.13553,11952000.0
1746685461.2346606,11990208.0
1746685461.3188593,12028512.0
1746685461.3933048,12066816.0
1746685461.4838316,12105184.0
1746685461.5827124,12143744.0
1746685461.655692,12182304.0
1746685461.7374718,12220864.0
1746685461.8399997,12259456.0
1746685461.9279895,12298080.0
1746685462.022003,12336832.0
1746685462.111819,12375744.0
1746685462.2060456,12414880.0
1746685462.3023827,12454208.0
1746685462.3904781,12493536.0
1746685462.4832473,12532928.0
1746685462.5739832,12572384.0
1746685462.6633792,12612000.0
1746685462.7543867,12651680.0
1746685462.83213,12691360.0
1746685462.909968,12731040.0
1746685463.0045142,12770752.0
1746685463.0798984,12810464.0
1746685463.180251,12850432.0
1746685463.2565382,12890400.0
1746685463.3518944,12930400.0
1746685463.4277496,12970400.0
1746685463.505947,13010400.0
1746685463.5838733,13050400.0
1746685463.692095,13090432.0
1746685463.7822778,13130560.0
1746685463.8677933,13170720.0
1746685463.943806,13210880.0
1746685464.0426261,13251072.0
1746685464.115854,13291264.0
1746685464.2119675,13331552.0
1746685464.300358,13371936.0
1746685464.3718271,13412320.0
1746685464.4515414,13452704.0
1746685464.5640502,13493216.0
1746685464.639557,13533728.0
1746685464.7157998,13574240.0
1746685464.8031855,13614752.0
1746685464.8797543,13655264.0
1746685464.9558313,13695776.0
1746685465.047537,13736352.0
1746685465.1320295,13776992.0
1746685465.2199311,13817792.0
1746685465.297614,13858592.0
1746685465.3917115,13899488.0
1746685465.4839175,13940640.0
1746685465.5596693,13981792.0
1746685465.6539876,14022976.0
1746685465.749826,14064192.0
1746685465.8403494,14105440.0
1746685465.9278216,14146752.0
1746685466.011707,14188128.0
1746685466.0960097,14229600.0
1746685466.1904411,14271200.0
1746685466.2817886,14312896.0
1746685466.3677845,14354592.0
1746685466.443649,14396288.0
1746685466.5175858,14437984.0
1746685466.5939226,14479680.0
1746685466.6678207,14521376.0
1746685466.7478323,14563072.0
1746685466.8271053,14604768.0
1746685466.9053419,14646464.0
1746685467.0036638,14688224.0
1746685467.0817575,14729984.0
1746685467.1754034,14771776.0
1746685467.2530534,14813568.0
1746685467.3512254,14855488.0
1746685467.4226346,14897408.0
1746685467.4971364,14939328.0
1746685467.570903,14981248.0
1746685467.6471171,15023168.0
1746685467.7593477,15065120.0
1746685467.8535655,15107136.0
1746685467.9357357,15149216.0
1746685468.0294573,15191456.0
1746685468.0988317,15233696.0
1746685468.1908877,15276000.0
1746685468.274807,15318336.0
1746685468.3552632,15360672.0
1746685468.443615,15403040.0
1746685468.527111,15445440.0
1746685468.606892,15487936.0
1746685468.6866968,15530464.0
1746685468.7674549,15572992.0
1746685468.8508847,15615616.0
1746685468.9412944,15658272.0
1746685469.0266893,15700992.0
1746685469.1106791,15743744.0
1746685469.1979678,15786528.0
1746685469.2712486,15829312.0
1746685469.3593028,15872160.0
1746685469.4349716,15915008.0
1746685469.531386,15958080.0
1746685469.6073723,16001152.0
1746685469.7067077,16044576.0
1746685469.7826598,16088000.0
1746685469.8709648,16131456.0
1746685469.9468863,16174912.0
1746685470.0474155,16218624.0
1746685470.1336703,16262464.0
1746685470.2191844,16306336.0
1746685470.2958064,16350208.0
1746685470.3848372,16394144.0
1746685470.462841,16438080.0
1746685470.5482054,16482112.0
1746685470.6309779,16526208.0
1746685470.7184334,16570368.0
1746685470.7897868,16614528.0
1746685470.866968,16658688.0
1746685470.9469864,16702848.0
1746685471.0594478,16747264.0
1746685471.1375964,16791680.0
1746685471.2141237,16836096.0
1746685471.294045,16880512.0
1746685471.395519,16924960.0
1746685471.46688,16969408.0
1746685471.5518694,17013888.0
1746685471.6298294,17058368.0
1746685471.7341084,17102944.0
1746685471.8165703,17147552.0
1746685471.9034724,17192224.0
1746685471.9770634,17236896.0
1746685472.0670414,17281600.0
1746685472.1554947,17326336.0
1746685472.230926,17371072.0
1746685472.3314753,17415872.0
1746685472.4066527,17460672.0
1746685472.4911127,17505472.0
1746685472.6014135,17550528.0
1746685472.6748464,17595584.0
1746685472.7590768,17640672.0
1746685472.8303103,17685760.0
1746685472.9219635,17730912.0
1746685473.003203,17776096.0
1746685473.0827856,17821280.0
1746685473.167002,17866496.0
1746685473.2509983,17911776.0
1746685473.3376517,17957120.0
1746685473.412152,18002464.0
1746685473.5094411,18047840.0
1746685473.599176,18093600.0
1746685473.689892,18139456.0
1746685473.7999814,18185824.0
1746685473.8712425,18232192.0
1746685473.9638858,18278624.0
1746685474.0354755,18325056.0
1746685474.1242254,18371520.0
1746685474.2075915,18417984.0
1746685474.2957077,18464480.0
1746685474.3877285,18511008.0
1746685474.4838707,18557696.0
1746685474.5599957,18604448.0
1746685474.6607027,18651200.0
1746685474.7355564,18697952.0
1746685474.8117332,18744704.0
1746685474.9158034,18791488.0
1746685475.0050673,18838336.0
1746685475.0858634,18885184.0
1746685475.1591964,18932032.0
1746685475.2595625,18978944.0
1746685475.3381946,19025856.0
1746685475.4108124,19072768.0
1746685475.5140145,19119744.0
1746685475.5993857,19166752.0
1746685475.6836352,19213824.0
1746685475.7643037,19260896.0
1746685475.867877,19308416.0
1746685475.943678,19355936.0
1746685476.0196445,19403456.0
1746685476.099398,19450976.0
1746685476.2050116,19498592.0
1746685476.2789588,19546208.0
1746685476.3860078,19594080.0
1746685476.4589338,19641952.0
1746685476.5374246,19689824.0
1746685476.6215835,19737696.0
1746685476.7354207,19785664.0
1746685476.815261,19833664.0
1746685476.897661,19881792.0
1746685476.9735405,19929920.0
1746685477.0672083,19978144.0
1746685477.1441746,20026368.0
1746685477.247149,20074656.0
1746685477.335319,20123040.0
1746685477.4192944,20171456.0
1746685477.5071328,20219904.0
1746685477.6112206,20268704.0
1746685477.6893644,20317504.0
1746685477.7958272,20366336.0
1746685477.895222,20415872.0
1746685477.9792457,20465408.0
1746685478.0532935,20514944.0
1746685478.1473522,20564512.0
1746685478.2440817,20614208.0
1746685478.3215933,20663904.0
1746685478.4036958,20713600.0
1746685478.479975,20763296.0
1746685478.5836718,20813056.0
1746685478.6614213,20862816.0
1746685478.7576087,20912608.0
1746685478.8431141,20962496.0
1746685478.927076,21012480.0
1746685479.0212846,21062592.0
1746685479.0953164,21112704.0
1746685479.1910052,21162880.0
1746685479.263887,21213056.0
1746685479.3388677,21263232.0
1746685479.4415066,21313472.0
1746685479.519242,21363712.0
1746685479.6189487,21414208.0
1746685479.6945662,21464704.0
1746685479.7704444,21515200.0
1746685479.866966,21565728.0
1746685479.9465382,21616256.0
1746685480.0416515,21666816.0
1746685480.1333427,21717472.0
1746685480.2170076,21768128.0
1746685480.2905436,21818784.0
1746685480.390713,21869472.0
1746685480.476496,21920192.0
1746685480.5681593,21971264.0
1746685480.6653886,22022368.0
1746685480.7594147,22073568.0
1746685480.8430088,22124832.0
1746685480.9185388,22176096.0
1746685480.999116,22227360.0
1746685481.0930867,22278656.0
1746685481.1600702,22329952.0
1746685481.2478008,22381280.0
1746685481.331118,22432704.0
1746685481.4130657,22484224.0
1746685481.510904,22536160.0
1746685481.5870829,22588096.0
