batch_size,cdf
1.0,0.00018129079042784627
1.0,0.00036258158085569254
1.0,0.0005438723712835388
1.0,0.0007251631617113851
1.0,0.0009064539521392314
1.0,0.0010877447425670776
1.0,0.0012690355329949238
1.0,0.0014503263234227702
1.0,0.0016316171138506164
1.0,0.0018129079042784628
1.0,0.001994198694706309
1.0,0.002175489485134155
1.0,0.0023567802755620013
1.0,0.0025380710659898475
1.0,0.002719361856417694
1.0,0.0029006526468455403
1.0,0.0030819434372733865
1.0,0.0032632342277012327
1.0,0.003444525018129079
1.0,0.0036258158085569255
1.0,0.0038071065989847717
1.0,0.003988397389412618
1.0,0.004169688179840464
1.0,0.00435097897026831
1.0,0.0045322697606961565
1.0,0.004713560551124003
1.0,0.004894851341551849
1.0,0.005076142131979695
1.0,0.005257432922407542
1.0,0.005438723712835388
1.0,0.0056200145032632345
1.0,0.005801305293691081
1.0,0.005982596084118927
2.0,0.006163886874546773
2.0,0.006345177664974619
2.0,0.006526468455402465
2.0,0.006707759245830312
2.0,0.006889050036258158
2.0,0.007070340826686004
2.0,0.007251631617113851
2.0,0.007432922407541697
2.0,0.007614213197969543
2.0,0.00779550398839739
2.0,0.007976794778825236
2.0,0.008158085569253081
2.0,0.008339376359680928
2.0,0.008520667150108775
2.0,0.00870195794053662
2.0,0.008883248730964468
2.0,0.009064539521392313
2.0,0.00924583031182016
3.0,0.009427121102248005
3.0,0.009608411892675852
3.0,0.009789702683103698
3.0,0.009970993473531545
3.0,0.01015228426395939
3.0,0.010333575054387237
3.0,0.010514865844815084
3.0,0.01069615663524293
3.0,0.010877447425670777
3.0,0.011058738216098622
3.0,0.011240029006526469
3.0,0.011421319796954314
3.0,0.011602610587382161
3.0,0.011783901377810007
3.0,0.011965192168237854
3.0,0.012146482958665699
3.0,0.012327773749093546
3.0,0.012509064539521393
3.0,0.012690355329949238
3.0,0.012871646120377086
3.0,0.01305293691080493
3.0,0.013234227701232778
3.0,0.013415518491660623
3.0,0.01359680928208847
4.0,0.013778100072516316
4.0,0.013959390862944163
4.0,0.014140681653372008
4.0,0.014321972443799855
4.0,0.014503263234227702
4.0,0.014684554024655547
4.0,0.014865844815083394
4.0,0.01504713560551124
4.0,0.015228426395939087
5.0,0.015409717186366932
5.0,0.01559100797679478
5.0,0.015772298767222626
5.0,0.01595358955765047
5.0,0.016134880348078317
5.0,0.016316171138506162
5.0,0.01649746192893401
5.0,0.016678752719361856
5.0,0.0168600435097897
5.0,0.01704133430021755
5.0,0.017222625090645396
6.0,0.01740391588107324
6.0,0.017585206671501086
6.0,0.017766497461928935
6.0,0.01794778825235678
6.0,0.018129079042784626
6.0,0.01831036983321247
6.0,0.01849166062364032
6.0,0.018672951414068165
6.0,0.01885424220449601
6.0,0.01903553299492386
6.0,0.019216823785351705
6.0,0.01939811457577955
6.0,0.019579405366207395
6.0,0.019760696156635244
6.0,0.01994198694706309
7.0,0.020123277737490935
7.0,0.02030456852791878
7.0,0.02048585931834663
7.0,0.020667150108774474
7.0,0.02084844089920232
7.0,0.02102973168963017
7.0,0.021211022480058014
7.0,0.02139231327048586
7.0,0.021573604060913704
7.0,0.021754894851341553
7.0,0.0219361856417694
7.0,0.022117476432197244
7.0,0.02229876722262509
7.0,0.022480058013052938
7.0,0.022661348803480783
7.0,0.02284263959390863
7.0,0.023023930384336477
7.0,0.023205221174764323
7.0,0.023386511965192168
7.0,0.023567802755620013
7.0,0.023749093546047862
7.0,0.023930384336475707
7.0,0.024111675126903553
7.0,0.024292965917331398
7.0,0.024474256707759247
7.0,0.024655547498187092
7.0,0.024836838288614937
7.0,0.025018129079042786
7.0,0.02519941986947063
7.0,0.025380710659898477
7.0,0.025562001450326322
7.0,0.02574329224075417
7.0,0.025924583031182016
7.0,0.02610587382160986
7.0,0.026287164612037707
7.0,0.026468455402465556
7.0,0.0266497461928934
7.0,0.026831036983321246
7.0,0.027012327773749095
7.0,0.02719361856417694
7.0,0.027374909354604786
7.0,0.02755620014503263
7.0,0.02773749093546048
7.0,0.027918781725888325
7.0,0.02810007251631617
8.0,0.028281363306744016
8.0,0.028462654097171865
8.0,0.02864394488759971
8.0,0.028825235678027555
8.0,0.029006526468455404
8.0,0.02918781725888325
8.0,0.029369108049311095
8.0,0.02955039883973894
8.0,0.02973168963016679
8.0,0.029912980420594634
8.0,0.03009427121102248
8.0,0.030275562001450325
8.0,0.030456852791878174
8.0,0.03063814358230602
8.0,0.030819434372733864
8.0,0.031000725163161713
8.0,0.03118201595358956
8.0,0.031363306744017404
8.0,0.03154459753444525
8.0,0.031725888324873094
8.0,0.03190717911530094
8.0,0.03208846990572879
8.0,0.032269760696156634
8.0,0.03245105148658448
8.0,0.032632342277012324
8.0,0.03281363306744017
8.0,0.03299492385786802
8.0,0.033176214648295864
8.0,0.03335750543872371
8.0,0.03353879622915156
8.0,0.0337200870195794
8.0,0.03390137781000725
8.0,0.0340826686004351
8.0,0.03426395939086294
8.0,0.03444525018129079
8.0,0.03462654097171863
8.0,0.03480783176214648
8.0,0.03498912255257433
8.0,0.03517041334300217
8.0,0.03535170413343002
8.0,0.03553299492385787
8.0,0.03571428571428571
8.0,0.03589557650471356
8.0,0.03607686729514141
8.0,0.03625815808556925
8.0,0.0364394488759971
8.0,0.03662073966642494
9.0,0.03680203045685279
9.0,0.03698332124728064
9.0,0.03716461203770848
9.0,0.03734590282813633
9.0,0.03752719361856418
9.0,0.03770848440899202
9.0,0.03788977519941987
9.0,0.03807106598984772
9.0,0.03825235678027556
9.0,0.03843364757070341
9.0,0.03861493836113125
9.0,0.0387962291515591
9.0,0.03897751994198695
9.0,0.03915881073241479
9.0,0.03934010152284264
9.0,0.03952139231327049
9.0,0.03970268310369833
9.0,0.03988397389412618
9.0,0.04006526468455403
9.0,0.04024655547498187
9.0,0.04042784626540972
9.0,0.04060913705583756
9.0,0.04079042784626541
9.0,0.04097171863669326
9.0,0.0411530094271211
9.0,0.04133430021754895
9.0,0.0415155910079768
9.0,0.04169688179840464
10.0,0.04187817258883249
10.0,0.04205946337926034
10.0,0.04224075416968818
10.0,0.04242204496011603
10.0,0.04260333575054387
10.0,0.04278462654097172
10.0,0.04296591733139957
10.0,0.04314720812182741
10.0,0.04332849891225526
10.0,0.043509789702683106
10.0,0.04369108049311095
10.0,0.0438723712835388
10.0,0.044053662073966646
10.0,0.04423495286439449
10.0,0.044416243654822336
10.0,0.04459753444525018
10.0,0.04477882523567803
10.0,0.044960116026105876
10.0,0.04514140681653372
10.0,0.045322697606961566
10.0,0.045503988397389415
10.0,0.04568527918781726
10.0,0.045866569978245106
10.0,0.046047860768672955
10.0,0.046229151559100796
10.0,0.046410442349528645
10.0,0.04659173313995649
10.0,0.046773023930384336
10.0,0.046954314720812185
10.0,0.04713560551124003
10.0,0.047316896301667875
10.0,0.047498187092095724
10.0,0.047679477882523566
10.0,0.047860768672951415
10.0,0.048042059463379264
10.0,0.048223350253807105
11.0,0.048404641044234954
11.0,0.048585931834662796
11.0,0.048767222625090645
11.0,0.048948513415518494
11.0,0.049129804205946336
11.0,0.049311094996374184
11.0,0.04949238578680203
11.0,0.049673676577229875
11.0,0.049854967367657724
11.0,0.05003625815808557
11.0,0.050217548948513414
11.0,0.05039883973894126
11.0,0.050580130529369105
11.0,0.050761421319796954
11.0,0.0509427121102248
11.0,0.051124002900652644
11.0,0.05130529369108049
11.0,0.05148658448150834
11.0,0.051667875271936184
11.0,0.05184916606236403
11.0,0.05203045685279188
12.0,0.05221174764321972
12.0,0.05239303843364757
12.0,0.052574329224075414
12.0,0.05275562001450326
12.0,0.05293691080493111
12.0,0.05311820159535895
12.0,0.0532994923857868
12.0,0.05348078317621465
12.0,0.05366207396664249
13.0,0.05384336475707034
13.0,0.05402465554749819
13.0,0.05420594633792603
13.0,0.05438723712835388
13.0,0.05456852791878172
13.0,0.05474981870920957
13.0,0.05493110949963742
13.0,0.05511240029006526
13.0,0.05529369108049311
13.0,0.05547498187092096
13.0,0.0556562726613488
13.0,0.05583756345177665
13.0,0.0560188542422045
13.0,0.05620014503263234
13.0,0.05638143582306019
13.0,0.05656272661348803
13.0,0.05674401740391588
13.0,0.05692530819434373
13.0,0.05710659898477157
13.0,0.05728788977519942
13.0,0.05746918056562727
13.0,0.05765047135605511
13.0,0.05783176214648296
13.0,0.05801305293691081
14.0,0.05819434372733865
14.0,0.0583756345177665
14.0,0.05855692530819434
14.0,0.05873821609862219
14.0,0.05891950688905004
14.0,0.05910079767947788
14.0,0.05928208846990573
14.0,0.05946337926033358
14.0,0.05964467005076142
14.0,0.05982596084118927
14.0,0.06000725163161712
14.0,0.06018854242204496
14.0,0.06036983321247281
14.0,0.06055112400290065
15.0,0.0607324147933285
15.0,0.06091370558375635
15.0,0.06109499637418419
15.0,0.06127628716461204
15.0,0.06145757795503989
15.0,0.06163886874546773
15.0,0.06182015953589558
15.0,0.062001450326323426
15.0,0.06218274111675127
15.0,0.06236403190717912
15.0,0.06254532269760696
15.0,0.06272661348803481
15.0,0.06290790427846266
15.0,0.0630891950688905
15.0,0.06327048585931834
15.0,0.06345177664974619
15.0,0.06363306744017404
15.0,0.06381435823060189
15.0,0.06399564902102974
15.0,0.06417693981145758
15.0,0.06435823060188542
15.0,0.06453952139231327
15.0,0.06472081218274112
15.0,0.06490210297316897
15.0,0.06508339376359681
15.0,0.06526468455402465
15.0,0.0654459753444525
16.0,0.06562726613488035
16.0,0.0658085569253082
16.0,0.06598984771573604
16.0,0.06617113850616389
16.0,0.06635242929659173
16.0,0.06653372008701958
16.0,0.06671501087744743
16.0,0.06689630166787527
16.0,0.06707759245830312
16.0,0.06725888324873096
16.0,0.0674401740391588
16.0,0.06762146482958666
16.0,0.0678027556200145
16.0,0.06798404641044235
16.0,0.0681653372008702
16.0,0.06834662799129804
16.0,0.06852791878172589
16.0,0.06870920957215373
16.0,0.06889050036258158
16.0,0.06907179115300943
16.0,0.06925308194343727
16.0,0.06943437273386512
16.0,0.06961566352429296
16.0,0.06979695431472081
16.0,0.06997824510514866
16.0,0.07015953589557651
16.0,0.07034082668600435
16.0,0.0705221174764322
16.0,0.07070340826686004
16.0,0.07088469905728789
16.0,0.07106598984771574
16.0,0.07124728063814358
16.0,0.07142857142857142
16.0,0.07160986221899927
16.0,0.07179115300942712
16.0,0.07197244379985497
16.0,0.07215373459028282
16.0,0.07233502538071065
16.0,0.0725163161711385
16.0,0.07269760696156635
16.0,0.0728788977519942
16.0,0.07306018854242205
16.0,0.07324147933284988
16.0,0.07342277012327773
16.0,0.07360406091370558
16.0,0.07378535170413343
16.0,0.07396664249456128
16.0,0.07414793328498913
16.0,0.07432922407541696
16.0,0.07451051486584481
16.0,0.07469180565627266
16.0,0.07487309644670051
16.0,0.07505438723712836
16.0,0.0752356780275562
16.0,0.07541696881798404
16.0,0.07559825960841189
16.0,0.07577955039883974
16.0,0.07596084118926759
16.0,0.07614213197969544
16.0,0.07632342277012327
16.0,0.07650471356055112
16.0,0.07668600435097897
16.0,0.07686729514140682
17.0,0.07704858593183467
17.0,0.0772298767222625
17.0,0.07741116751269035
17.0,0.0775924583031182
17.0,0.07777374909354605
17.0,0.0779550398839739
17.0,0.07813633067440175
17.0,0.07831762146482958
17.0,0.07849891225525743
17.0,0.07868020304568528
17.0,0.07886149383611313
17.0,0.07904278462654098
17.0,0.07922407541696881
17.0,0.07940536620739666
17.0,0.07958665699782451
17.0,0.07976794778825236
17.0,0.0799492385786802
17.0,0.08013052936910806
17.0,0.08031182015953589
17.0,0.08049311094996374
17.0,0.08067440174039159
17.0,0.08085569253081944
17.0,0.08103698332124729
17.0,0.08121827411167512
17.0,0.08139956490210297
17.0,0.08158085569253082
