COUNT,Count,Percentage
1325.5355,151,9.940750493745885
1926.88,22,1.4483212639894667
2520.8,27,1.7774851876234365
3114.7200000000003,57,3.752468729427255
3708.64,238,15.668202764976959
4302.56,44,2.8966425279789334
4896.48,54,3.554970375246873
5490.4,11,0.7241606319947334
6084.32,5,0.32916392363396973
6678.24,407,26.793943383805136
7272.16,254,16.721527320605663
7866.08,109,7.175773535220539
8460.0,35,2.304147465437788
9053.919999999998,13,0.8558262014483212
9647.84,17,1.119157340355497
10241.759999999998,12,0.7899934167215273
10835.68,8,0.5266622778143516
11429.599999999999,2,0.1316655694535879
12023.52,7,0.4608294930875576
12617.439999999999,3,0.19749835418038184
13211.36,8,0.5266622778143516
13805.279999999999,6,0.39499670836076367
14399.2,4,0.2633311389071758
14993.119999999999,5,0.32916392363396973
15587.04,20,1.316655694535879
