request_scheduling_delay,cdf
0.008574724197387695,0.0006583278472679394
0.009429454803466797,0.0013166556945358788
0.01111149787902832,0.0019749835418038184
0.021571874618530273,0.0026333113890717576
0.022112131118774414,0.0032916392363396972
0.023760318756103516,0.003949967083607637
0.024155855178833008,0.004608294930875576
0.024169206619262695,0.005266622778143515
0.024657011032104492,0.005924950625411455
0.025030136108398438,0.0065832784726793945
0.028003454208374023,0.007241606319947334
0.028294086456298828,0.007899934167215274
0.03129172325134277,0.008558262014483212
0.03163290023803711,0.009216589861751152
0.03201603889465332,0.009874917709019092
0.03233981132507324,0.01053324555628703
0.03419303894042969,0.01119157340355497
0.03506636619567871,0.01184990125082291
0.03532910346984863,0.012508229098090849
0.03552842140197754,0.013166556945358789
0.03556084632873535,0.013824884792626729
0.03562760353088379,0.014483212639894667
0.03573250770568848,0.015141540487162607
0.03627204895019531,0.015799868334430547
0.0365595817565918,0.016458196181698487
0.0371096134185791,0.017116524028966424
0.037581682205200195,0.017774851876234364
0.03769683837890625,0.018433179723502304
0.03786063194274902,0.019091507570770244
0.037894248962402344,0.019749835418038184
0.03803443908691406,0.02040816326530612
0.03811955451965332,0.02106649111257406
0.0382542610168457,0.021724818959842
0.039006948471069336,0.02238314680710994
0.03914809226989746,0.02304147465437788
0.03939700126647949,0.02369980250164582
0.03971076011657715,0.024358130348913758
0.04006791114807129,0.025016458196181698
0.04012465476989746,0.025674786043449638
0.0404815673828125,0.026333113890717578
0.040509700775146484,0.026991441737985518
0.04055309295654297,0.027649769585253458
0.04097414016723633,0.028308097432521395
0.04169440269470215,0.028966425279789335
0.04315185546875,0.029624753127057275
0.04355144500732422,0.030283080974325215
0.04357743263244629,0.030941408821593155
0.04394650459289551,0.031599736668861095
0.04422497749328613,0.03225806451612903
0.044359683990478516,0.032916392363396975
0.04444742202758789,0.03357472021066491
0.045305490493774414,0.03423304805793285
0.045668601989746094,0.03489137590520079
0.04571127891540527,0.03554970375246873
0.04581737518310547,0.03620803159973667
0.04693770408630371,0.03686635944700461
0.04739975929260254,0.037524687294272545
0.04760265350341797,0.03818301514154049
0.04788041114807129,0.038841342988808425
0.04819178581237793,0.03949967083607637
0.048505306243896484,0.040157998683344305
0.0486452579498291,0.04081632653061224
0.0487823486328125,0.041474654377880185
0.04878401756286621,0.04213298222514812
0.049424171447753906,0.042791310072416065
0.05057358741760254,0.043449637919684
0.05070066452026367,0.044107965766951945
0.05124044418334961,0.04476629361421988
0.052725791931152344,0.04542462146148782
0.053835391998291016,0.04608294930875576
0.05388450622558594,0.0467412771560237
0.054378509521484375,0.04739960500329164
0.05501437187194824,0.04805793285055958
0.05509495735168457,0.048716260697827515
0.05511212348937988,0.04937458854509546
0.055545806884765625,0.050032916392363395
0.05705380439758301,0.05069124423963134
0.057526588439941406,0.051349572086899276
0.058386802673339844,0.05200789993416721
0.059101104736328125,0.052666227781435156
0.0591733455657959,0.05332455562870309
0.05951333045959473,0.053982883475971036
0.060369014739990234,0.05464121132323897
0.06055569648742676,0.055299539170506916
0.06057167053222656,0.05595786701777485
0.06061148643493652,0.05661619486504279
0.06118130683898926,0.05727452271231073
0.0612027645111084,0.05793285055957867
0.06145882606506348,0.05859117840684661
0.06147313117980957,0.05924950625411455
0.06211686134338379,0.059907834101382486
0.06249547004699707,0.06056616194865043
0.06251811981201172,0.061224489795918366
0.06269073486328125,0.06188281764318631
0.06284117698669434,0.06254114549045425
0.06639575958251953,0.06319947333772219
0.06654477119445801,0.06385780118499013
0.06659579277038574,0.06451612903225806
0.06749677658081055,0.065174456879526
0.0688016414642334,0.06583278472679395
0.06882262229919434,0.06649111257406189
0.06888604164123535,0.06714944042132982
0.07166743278503418,0.06780776826859776
0.07318615913391113,0.0684660961158657
