BATCH,batch_num_tokens,batch_num_prefill_tokens,batch_num_decode_tokens,batch_size,batch_execution_time,inter_batch_delay
1863285,512.0,512.0,0.0,1.0,0.0375978946685791,6.270408630371094e-05
1863286,512.0,512.0,0.0,1.0,0.037441253662109375,3.933906555175781e-05
1863287,512.0,512.0,0.0,1.0,0.03779935836791992,3.528594970703125e-05
1863288,512.0,512.0,0.0,1.0,0.03811526298522949,3.838539123535156e-05
1863289,512.0,512.0,0.0,1.0,0.038588523864746094,3.528594970703125e-05
1863290,512.0,512.0,0.0,1.0,0.03918790817260742,6.532669067382812e-05
1863291,512.0,512.0,0.0,1.0,0.03936052322387695,6.008148193359375e-05
1863292,512.0,512.0,0.0,1.0,0.039782047271728516,6.031990051269531e-05
1863293,512.0,512.0,0.0,1.0,0.040029048919677734,5.91278076171875e-05
1863294,512.0,512.0,0.0,1.0,0.040334224700927734,6.0558319091796875e-05
1863295,512.0,512.0,0.0,1.0,0.04064369201660156,5.817413330078125e-05
1863296,512.0,512.0,0.0,1.0,0.040997982025146484,6.246566772460938e-05
1863297,512.0,512.0,0.0,1.0,0.04133248329162598,5.745887756347656e-05
1863298,24.0,24.0,0.0,2.0,0.035363197326660156,6.866455078125e-05
1863299,2.0,0.0,2.0,2.0,0.015700101852416992,7.367134094238281e-05
1863300,2.0,0.0,2.0,2.0,0.01508951187133789,5.030632019042969e-05
1863301,2.0,0.0,2.0,2.0,0.015105724334716797,5.125999450683594e-05
1863302,2.0,0.0,2.0,2.0,0.015061140060424805,4.9114227294921875e-05
1863303,2.0,0.0,2.0,2.0,0.015282869338989258,5.1021575927734375e-05
1863304,2.0,0.0,2.0,2.0,0.015102386474609375,5.698204040527344e-05
1863305,2.0,0.0,2.0,2.0,0.015118122100830078,4.696846008300781e-05
1863306,2.0,0.0,2.0,2.0,0.01534271240234375,5.412101745605469e-05
1863307,2.0,0.0,2.0,2.0,0.015427350997924805,5.53131103515625e-05
1863308,2.0,0.0,2.0,2.0,0.015421628952026367,5.793571472167969e-05
1863309,2.0,0.0,2.0,2.0,0.015474796295166016,6.031990051269531e-05
1863310,2.0,0.0,2.0,2.0,0.015437602996826172,5.53131103515625e-05
1863311,2.0,0.0,2.0,2.0,0.015369653701782227,5.7220458984375e-05
1863312,2.0,0.0,2.0,2.0,0.015359878540039062,5.9604644775390625e-05
1863313,2.0,0.0,2.0,2.0,0.015309810638427734,5.030632019042969e-05
1863314,2.0,0.0,2.0,2.0,0.01530146598815918,5.1975250244140625e-05
1863315,2.0,0.0,2.0,2.0,0.015332698822021484,5.221366882324219e-05
1863316,2.0,0.0,2.0,2.0,0.015419960021972656,8.440017700195312e-05
1863317,2.0,0.0,2.0,2.0,0.015563249588012695,6.0558319091796875e-05
1863318,2.0,0.0,2.0,2.0,0.015291929244995117,4.887580871582031e-05
1863319,2.0,0.0,2.0,2.0,0.015650272369384766,5.245208740234375e-05
1863320,2.0,0.0,2.0,2.0,0.015546798706054688,6.628036499023438e-05
1863321,2.0,0.0,2.0,2.0,0.015436410903930664,5.507469177246094e-05
1863322,2.0,0.0,2.0,2.0,0.01544332504272461,5.936622619628906e-05
1863323,2.0,0.0,2.0,2.0,0.01554417610168457,5.698204040527344e-05
1863324,2.0,0.0,2.0,2.0,0.015408515930175781,5.626678466796875e-05
1863325,2.0,0.0,2.0,2.0,0.015458106994628906,5.340576171875e-05
1863326,2.0,0.0,2.0,2.0,0.015427350997924805,5.936622619628906e-05
1863327,2.0,0.0,2.0,2.0,0.01537632942199707,5.054473876953125e-05
1863328,2.0,0.0,2.0,2.0,0.015328407287597656,5.364418029785156e-05
1863329,2.0,0.0,2.0,2.0,0.015394926071166992,5.14984130859375e-05
1863330,2.0,0.0,2.0,2.0,0.015395879745483398,5.269050598144531e-05
1863331,2.0,0.0,2.0,2.0,0.01537013053894043,6.008148193359375e-05
1863332,2.0,0.0,2.0,2.0,0.015477418899536133,4.935264587402344e-05
1863333,2.0,0.0,2.0,2.0,0.015584945678710938,6.151199340820312e-05
1863334,2.0,0.0,2.0,2.0,0.015573978424072266,5.626678466796875e-05
1863335,2.0,0.0,2.0,2.0,0.01583385467529297,5.936622619628906e-05
