COUNT,Count,Percentage
23.288,81,15.69767441860465
69.58,52,10.077519379844961
115.3,28,5.426356589147287
161.01999999999998,36,6.976744186046512
206.74,37,7.170542635658915
252.45999999999998,32,6.2015503875969
298.18,42,8.13953488372093
343.9,42,8.13953488372093
389.62,34,6.589147286821706
435.34000000000003,32,6.2015503875969
481.06,27,5.232558139534884
526.78,27,5.232558139534884
572.5,15,2.9069767441860463
618.22,10,1.937984496124031
663.94,7,1.3565891472868217
709.66,3,0.5813953488372093
755.38,3,0.5813953488372093
801.1,2,0.3875968992248062
846.8199999999999,1,0.1937984496124031
892.54,1,0.1937984496124031
938.26,2,0.3875968992248062
1029.7,1,0.1937984496124031
1121.1399999999999,1,0.1937984496124031
