REQUEST_RUNTIME,SECONDS
request_e2e_time,6586.51123046875
request_inter_arrival_delay,543.7238159179688
request_e2e_time_normalized,48.279876708984375
request_e2e_time_piecewise_normalized,1254.71240234375
request_execution_time,5212.50927734375
request_execution_time_normalized,26.733457565307617
request_preemption_time,146.71104431152344
request_scheduling_delay,1227.2889404296875
request_execution_plus_preemption_time,5359.2216796875
request_execution_plus_preemption_time_normalized,27.423294067382812
prefill_e2e_time,1543.402099609375
prefill_e2e_time_normalized,0.6469584107398987
prefill_e2e_time_piecewise_normalized,1227.3389892578125
prefill_time_execution_plus_preemption,316.11279296875
prefill_time_execution_plus_preemption_normalized,0.04968460649251938
decode_time_execution_plus_preemption_normalized,18.91485595703125
