COUNT,Count,Percentage
2697.2405000000003,342,66.27906976744185
6141.280000000001,55,10.65891472868217
9542.8,24,4.651162790697675
12944.32,16,3.10077519379845
16345.84,26,5.038759689922481
19747.36,14,2.7131782945736433
23148.879999999997,10,1.937984496124031
26550.4,10,1.937984496124031
29951.92,8,1.550387596899225
33353.44,1,0.1937984496124031
60565.6,2,0.3875968992248062
74171.68,2,0.3875968992248062
77573.20000000001,1,0.1937984496124031
80974.72,2,0.3875968992248062
84376.23999999999,3,0.5813953488372093
