COUNT,Count,Percentage
2693.3435,344,66.66666666666667
6135.52,58,11.24031007751938
9535.2,19,3.682170542635659
12934.880000000001,17,3.294573643410853
16334.560000000001,27,5.232558139534884
19734.24,12,2.3255813953488373
23133.92,11,2.131782945736434
26533.6,10,1.937984496124031
29933.28,7,1.3565891472868217
33332.96,1,0.1937984496124031
60530.399999999994,2,0.3875968992248062
74129.12,2,0.3875968992248062
77528.8,1,0.1937984496124031
80928.48000000001,2,0.3875968992248062
84328.16,3,0.5813953488372093
