COUNT,Count,Percentage
23.1515,99,19.186046511627907
69.16,46,8.914728682170542
114.6,39,7.558139534883721
160.04,25,4.844961240310077
205.48,35,6.782945736434108
250.92,30,5.813953488372093
296.36,40,7.751937984496124
341.79999999999995,39,7.558139534883721
387.24,32,6.2015503875969
432.67999999999995,31,6.007751937984496
478.12,28,5.426356589147287
523.56,26,5.038759689922481
569.0,15,2.9069767441860463
614.44,11,2.131782945736434
659.88,6,1.1627906976744187
705.3199999999999,3,0.5813953488372093
750.76,3,0.5813953488372093
796.2,2,0.3875968992248062
841.64,1,0.1937984496124031
887.0799999999999,1,0.1937984496124031
932.52,2,0.3875968992248062
1023.3999999999999,1,0.1937984496124031
1114.28,1,0.1937984496124031
