COUNT,Count,Percentage
1315.5515,1531,54.464603344005695
1896.16,216,7.68409818569904
2469.6000000000004,191,6.794734969761651
3043.04,126,4.482390608324439
3616.48,89,3.1661330487371044
4189.92,118,4.197794379224475
4763.360000000001,105,3.7353255069370332
5336.8,87,3.0949839914621133
5910.24,87,3.0949839914621133
6483.68,45,1.6008537886873
7057.12,39,1.3874066168623265
7630.5599999999995,39,1.3874066168623265
8204.0,24,0.8537886872998933
8777.439999999999,14,0.49804340092493776
9350.880000000001,19,0.6759160441124155
9924.32,17,0.6047669868374244
10497.76,23,0.8182141586623978
11071.2,7,0.24902170046246888
11644.64,6,0.21344717182497333
12218.08,7,0.24902170046246888
12791.52,9,0.32017075773745995
13938.400000000001,3,0.10672358591248667
14511.84,3,0.10672358591248667
15085.279999999999,5,0.17787264318747775
