COUNT,Count,Percentage
1343.2535,1337,47.563144788331556
1925.3200000000002,406,14.443258626823194
2500.2,165,5.869797225186766
3075.08,150,5.336179295624333
3649.96,94,3.344005691924582
4224.84,110,3.913198150124511
4799.719999999999,105,3.7353255069370332
5374.6,85,3.0238349341871222
5949.48,68,2.4190679473496974
6524.360000000001,61,2.1700462468872286
7099.24,46,1.6364283173247955
7674.120000000001,40,1.422981145499822
8249.0,29,1.031661330487371
8823.880000000001,12,0.42689434364994666
9398.76,22,0.7826396300249022
9973.64,15,0.5336179295624333
10548.52,20,0.711490572749911
11123.4,11,0.3913198150124511
11698.279999999999,7,0.24902170046246888
12273.16,7,0.24902170046246888
12848.04,7,0.24902170046246888
13422.92,3,0.10672358591248667
13997.8,3,0.10672358591248667
14572.68,3,0.10672358591248667
15147.560000000001,5,0.17787264318747775
