prefill_e2e_time,cdf
0.031629323959350586,0.0003557452863749555
0.03179597854614258,0.000711490572749911
0.03285479545593262,0.0010672358591248667
0.03367185592651367,0.001422981145499822
0.03461456298828125,0.0017787264318747777
0.0346987247467041,0.0021344717182497333
0.040396690368652344,0.0024902170046246885
0.040932416915893555,0.002845962290999644
0.04366898536682129,0.0032017075773745998
0.043972015380859375,0.0035574528637495554
0.04558563232421875,0.003913198150124511
0.04593253135681152,0.004268943436499467
0.04646944999694824,0.004624688722874422
0.04657721519470215,0.004980434009249377
0.04889702796936035,0.005336179295624333
0.05224895477294922,0.005691924581999288
0.05271577835083008,0.006047669868374244
0.054726362228393555,0.0064034151547491995
0.05770254135131836,0.006759160441124155
0.05820322036743164,0.007114905727499111
0.06409931182861328,0.007470651013874066
0.0665590763092041,0.007826396300249021
0.06855273246765137,0.008182141586623977
0.06883668899536133,0.008537886872998933
0.06943321228027344,0.008893632159373888
0.07000017166137695,0.009249377445748844
0.07089376449584961,0.0096051227321238
0.07120752334594727,0.009960868018498754
0.07461071014404297,0.01031661330487371
0.07594680786132812,0.010672358591248666
0.077911376953125,0.011028103877623622
0.08114361763000488,0.011383849163998577
0.08131027221679688,0.011739594450373533
0.08172464370727539,0.012095339736748489
0.08260059356689453,0.012451085023123443
0.08528494834899902,0.012806830309498399
0.08631134033203125,0.013162575595873355
0.08709096908569336,0.01351832088224831
0.08721065521240234,0.013874066168623266
0.08877325057983398,0.014229811454998222
0.08914589881896973,0.014585556741373178
0.0893087387084961,0.014941302027748132
0.09048104286193848,0.015297047314123088
0.09075045585632324,0.015652792600498042
0.09081029891967773,0.016008537886873
0.09236550331115723,0.016364283173247954
0.09269070625305176,0.01672002845962291
0.09321355819702148,0.017075773745997867
0.09361863136291504,0.017431519032372823
0.09417247772216797,0.017787264318747775
0.09430623054504395,0.01814300960512273
0.09903407096862793,0.018498754891497687
0.10165190696716309,0.018854500177872643
0.10181021690368652,0.0192102454642476
0.10339713096618652,0.019565990750622556
0.1039738655090332,0.019921736036997508
0.10407161712646484,0.020277481323372464
0.10409355163574219,0.02063322660974742
0.10461163520812988,0.020988971896122376
0.10517168045043945,0.021344717182497332
0.10536909103393555,0.02170046246887229
0.10578107833862305,0.022056207755247245
0.1058800220489502,0.022411953041622197
0.10622382164001465,0.022767698327997153
0.10631442070007324,0.02312344361437211
0.1065666675567627,0.023479188900747065
0.10701346397399902,0.02383493418712202
0.10778498649597168,0.024190679473496977
0.10801148414611816,0.02454642475987193
0.1083376407623291,0.024902170046246886
0.10866284370422363,0.025257915332621842
0.10896110534667969,0.025613660618996798
0.10933876037597656,0.025969405905371754
0.11106252670288086,0.02632515119174671
0.11129260063171387,0.026680896478121666
0.11200475692749023,0.02703664176449662
0.11208820343017578,0.027392387050871575
0.11270880699157715,0.02774813233724653
0.11281585693359375,0.028103877623621487
0.11346626281738281,0.028459622909996443
0.11350512504577637,0.0288153681963714
0.11408090591430664,0.029171113482746355
0.11437106132507324,0.029526858769121308
0.11438822746276855,0.029882604055496264
0.11548900604248047,0.03023834934187122
0.11559796333312988,0.030594094628246176
0.11561465263366699,0.030949839914621132
0.11591911315917969,0.031305585200996085
0.11653614044189453,0.03166133048737104
0.11700439453125,0.032017075773746
0.11780619621276855,0.03237282106012095
0.11797761917114258,0.03272856634649591
0.11886787414550781,0.033084311632870865
0.11905884742736816,0.03344005691924582
0.11910343170166016,0.03379580220562078
0.11922550201416016,0.03415154749199573
0.11948180198669434,0.03450729277837069
0.11976218223571777,0.034863038064745645
0.11998319625854492,0.035218783351120594
0.12049984931945801,0.03557452863749555
0.12070083618164062,0.03593027392387051
0.1207280158996582,0.03628601921024546
0.12076544761657715,0.03664176449662042
0.12080597877502441,0.036997509782995375
0.12080836296081543,0.03735325506937033
0.12108492851257324,0.03770900035574529
0.12134909629821777,0.03806474564212024
0.1214590072631836,0.0384204909284952
0.1226038932800293,0.038776236214870155
0.12328457832336426,0.03913198150124511
0.12329602241516113,0.03948772678762007
0.12351059913635254,0.039843472073995016
0.12353372573852539,0.04019921736036997
0.1237950325012207,0.04055496264674493
0.12391376495361328,0.040910707933119884
0.12395000457763672,0.04126645321949484
0.1239769458770752,0.0416221985058698
0.12432575225830078,0.04197794379224475
0.12478947639465332,0.04233368907861971
0.12515926361083984,0.042689434364994665
0.1265265941619873,0.04304517965136962
0.1266343593597412,0.04340092493774458
0.12714529037475586,0.04375667022411953
0.12714576721191406,0.04411241551049449
0.1279757022857666,0.04446816079686944
0.12838363647460938,0.044823906083244394
0.1289381980895996,0.04517965136961935
0.1290910243988037,0.045535396655994306
0.12909245491027832,0.04589114194236926
0.1295769214630127,0.04624688722874422
0.1304035186767578,0.046602632515119174
0.13058996200561523,0.04695837780149413
0.13073229789733887,0.04731412308786909
0.13086247444152832,0.04766986837424404
0.131011962890625,0.048025613660619
0.1316971778869629,0.048381358946993955
0.1326594352722168,0.04873710423336891
0.1327981948852539,0.04909284951974386
0.13305377960205078,0.049448594806118816
0.13319611549377441,0.04980434009249377
0.1334216594696045,0.05016008537886873
0.13463234901428223,0.050515830665243684
0.1347038745880127,0.05087157595161864
0.13487792015075684,0.051227321237993596
0.13501644134521484,0.05158306652436855
0.13547515869140625,0.05193881181074351
0.13556885719299316,0.052294557097118465
0.13594341278076172,0.05265030238349342
0.1360776424407959,0.05300604766986838
0.13616323471069336,0.05336179295624333
0.13655400276184082,0.05371753824261829
0.13680744171142578,0.05407328352899324
0.13767099380493164,0.054429028815368194
0.13798284530639648,0.05478477410174315
0.13822674751281738,0.055140519388118106
0.13950371742248535,0.05549626467449306
0.13957643508911133,0.05585200996086802
0.1414182186126709,0.056207755247242974
0.1415421962738037,0.05656350053361793
0.14168047904968262,0.056919245819992886
0.14180874824523926,0.05727499110636784
0.14237427711486816,0.0576307363927428
0.14260315895080566,0.057986481679117755
0.1434803009033203,0.05834222696549271
0.14582300186157227,0.05869797225186766
0.14879679679870605,0.059053717538242616
0.14897966384887695,0.05940946282461757
0.15054059028625488,0.05976520811099253
0.1514148712158203,0.060120953397367484
0.15175938606262207,0.06047669868374244
0.1522810459136963,0.060832443970117396
0.15311622619628906,0.06118818925649235
0.15325021743774414,0.06154393454286731
0.1535048484802246,0.061899679829242264
0.1561274528503418,0.06225542511561722
0.15661025047302246,0.06261117040199217
0.15706706047058105,0.06296691568836713
0.1572284698486328,0.06332266097474208
0.15730929374694824,0.06367840626111704
0.15897631645202637,0.064034151547492
0.160597562789917,0.06438989683386695
0.16081833839416504,0.0647456421202419
0.16101574897766113,0.06510138740661686
0.16205739974975586,0.06545713269299182
0.16305804252624512,0.06581287797936677
0.16324734687805176,0.06616862326574173
0.1634078025817871,0.06652436855211669
0.1635291576385498,0.06688011383849164
0.16486716270446777,0.0672358591248666
0.16592788696289062,0.06759160441124155
0.16621065139770508,0.06794734969761651
0.16666316986083984,0.06830309498399147
0.16686749458312988,0.06865884027036642
0.16741347312927246,0.06901458555674138
0.16747379302978516,0.06937033084311633
0.16783905029296875,0.06972607612949129
0.1682910919189453,0.07008182141586625
0.16855168342590332,0.07043756670224119
0.16859817504882812,0.07079331198861614
0.16935515403747559,0.0711490572749911
0.1695554256439209,0.07150480256136606
0.16972041130065918,0.07186054784774101
0.17034077644348145,0.07221629313411597
0.17041563987731934,0.07257203842049093
0.1706857681274414,0.07292778370686588
0.17080044746398926,0.07328352899324084
0.17117953300476074,0.0736392742796158
0.17149925231933594,0.07399501956599075
0.17169475555419922,0.0743507648523657
0.17204070091247559,0.07470651013874066
0.1722557544708252,0.07506225542511562
0.17253708839416504,0.07541800071149057
0.17258787155151367,0.07577374599786553
0.1728200912475586,0.07612949128424049
0.17346763610839844,0.07648523657061544
0.17354249954223633,0.0768409818569904
0.173905611038208,0.07719672714336535
0.17439603805541992,0.07755247242974031
0.17548370361328125,0.07790821771611527
0.17587494850158691,0.07826396300249022
0.17589092254638672,0.07861970828886518
0.1759645938873291,0.07897545357524013
0.1759955883026123,0.07933119886161509
0.17689204216003418,0.07968694414799003
0.1768934726715088,0.08004268943436499
0.17701363563537598,0.08039843472073994
0.17716217041015625,0.0807541800071149
0.17743277549743652,0.08110992529348986
0.1775519847869873,0.08146567057986481
0.17760348320007324,0.08182141586623977
0.17779135704040527,0.08217716115261472
0.17812323570251465,0.08253290643898968
0.17827844619750977,0.08288865172536464
0.17864751815795898,0.0832443970117396
0.1791064739227295,0.08360014229811455
0.1791987419128418,0.0839558875844895
0.17920756340026855,0.08431163287086446
0.17922019958496094,0.08466737815723942
0.1795647144317627,0.08502312344361437
0.17963242530822754,0.08537886872998933
0.18004918098449707,0.08573461401636429
0.18011116981506348,0.08609035930273924
0.18036508560180664,0.0864461045891142
0.180894136428833,0.08680184987548915
0.18148446083068848,0.08715759516186411
0.18178296089172363,0.08751334044823907
0.18222332000732422,0.08786908573461402
0.18283677101135254,0.08822483102098898
0.18319463729858398,0.08858057630736393
0.1834266185760498,0.08893632159373888
0.18367600440979004,0.08929206688011383
0.18390870094299316,0.08964781216648879
0.1842207908630371,0.09000355745286374
0.18439197540283203,0.0903593027392387
0.184431791305542,0.09071504802561366
0.1850600242614746,0.09107079331198861
0.18539714813232422,0.09142653859836357
0.18550920486450195,0.09178228388473852
0.18572521209716797,0.09213802917111348
0.1858198642730713,0.09249377445748844
0.1859428882598877,0.09284951974386339
0.18628668785095215,0.09320526503023835
0.1863536834716797,0.0935610103166133
0.1864149570465088,0.09391675560298826
0.1868743896484375,0.09427250088936322
0.1871812343597412,0.09462824617573817
0.18747806549072266,0.09498399146211313
0.18753743171691895,0.09533973674848809
0.18774676322937012,0.09569548203486304
0.18774914741516113,0.096051227321238
0.18785619735717773,0.09640697260761295
0.18856191635131836,0.09676271789398791
0.1887648105621338,0.09711846318036287
0.18878173828125,0.09747420846673782
0.18901705741882324,0.09782995375311278
0.18913674354553223,0.09818569903948772
0.18923473358154297,0.09854144432586268
0.18943047523498535,0.09889718961223763
0.18958020210266113,0.09925293489861259
0.18963623046875,0.09960868018498754
0.18970322608947754,0.0999644254713625
0.18977046012878418,0.10032017075773746
0.19002747535705566,0.10067591604411241
0.19002985954284668,0.10103166133048737
0.1901540756225586,0.10138740661686232
0.19026803970336914,0.10174315190323728
0.1908261775970459,0.10209889718961224
0.1909630298614502,0.10245464247598719
0.19101238250732422,0.10281038776236215
