SECONDS,request_completed
-47.50961422920227,1.0
-47.317875146865845,2.0
-46.97976064682007,3.0
-46.96073532104492,4.0
-46.76093292236328,5.0
-46.60553431510925,6.0
-46.60533142089844,7.0
-46.39615845680237,8.0
-46.23940086364746,9.0
-45.87003231048584,10.0
-45.79248547554016,11.0
-45.63355040550232,12.0
-45.61620283126831,13.0
-45.513362884521484,14.0
-45.47916054725647,15.0
-45.3455708026886,16.0
-45.20206832885742,17.0
-45.15230751037598,18.0
-45.08671760559082,19.0
-45.054738998413086,20.0
-44.97577738761902,21.0
-44.944634199142456,22.0
-44.51315426826477,23.0
-44.34520673751831,24.0
-44.20374798774719,25.0
-44.15356993675232,26.0
-43.597814321517944,27.0
-43.59763479232788,28.0
-43.54582762718201,29.0
-43.4431676864624,30.0
-43.40777111053467,31.0
-43.21782946586609,32.0
-42.822755098342896,33.0
-42.4933340549469,34.0
-42.458722829818726,35.0
-42.407073974609375,36.0
-42.390021324157715,37.0
-42.372902393341064,38.0
-42.223841428756714,39.0
-42.042054891586304,40.0
-41.91226649284363,41.0
-41.826582193374634,42.0
-41.46852970123291,43.0
-41.42456412315369,44.0
-41.181939363479614,45.0
-40.69619965553284,46.0
-40.15531301498413,47.0
-39.99043273925781,48.0
-39.94732165336609,49.0
-39.92335391044617,50.0
-39.83529353141785,51.0
-39.77943992614746,52.0
-39.63717579841614,53.0
-39.43359637260437,54.0
-38.805163860321045,55.0
-38.698354721069336,56.0
-38.639262676239014,57.0
-38.58228588104248,58.0
-38.58220195770264,59.0
-38.01317477226257,60.0
-38.01295566558838,61.0
-37.87676429748535,62.0
-37.84909415245056,63.0
-37.84890413284302,64.0
-37.84874153137207,65.0
-37.4525990486145,66.0
-37.328893184661865,67.0
-37.30656814575195,68.0
-37.18904113769531,69.0
-37.122966289520264,70.0
-37.12274241447449,71.0
-37.06824278831482,72.0
-36.91634249687195,73.0
-36.91623568534851,74.0
-36.86989665031433,75.0
-36.86968803405762,76.0
