SECONDS,request_arrived
-48.67089509963989,1.0
-48.65875482559204,2.0
-48.6475145816803,3.0
-48.63626313209534,4.0
-48.6201171875,5.0
-48.6091365814209,6.0
-47.968971729278564,7.0
-47.95724368095398,8.0
-47.94633412361145,9.0
-47.93541860580444,10.0
-47.92451190948486,11.0
-47.91362476348877,12.0
-47.8968780040741,13.0
-47.884904861450195,14.0
-46.947771310806274,15.0
-46.93602180480957,16.0
-46.924153089523315,17.0
-46.91226863861084,18.0
-46.900407791137695,19.0
-46.888532876968384,20.0
-46.876633167266846,21.0
-46.859636068344116,22.0
-46.84779334068298,23.0
-45.92554950714111,24.0
-45.9137978553772,25.0
-45.90147304534912,26.0
-45.889671087265015,27.0
-44.91587686538696,28.0
-44.90398550033569,29.0
-44.892210483551025,30.0
-44.88046932220459,31.0
-44.86877703666687,32.0
-43.89765524864197,33.0
-43.88581705093384,34.0
-43.87406611442566,35.0
-43.862346172332764,36.0
-43.85062527656555,37.0
-43.838950634002686,38.0
-43.82712769508362,39.0
-43.81541872024536,40.0
-43.803735971450806,41.0
-43.792049407958984,42.0
-42.880255699157715,43.0
-42.868428230285645,44.0
-42.85670471191406,45.0
-42.84487962722778,46.0
-42.83301043510437,47.0
-42.82097125053406,48.0
-41.8700590133667,49.0
-41.858200788497925,50.0
-41.84635949134827,51.0
-41.83463716506958,52.0
-41.822913646698,53.0
-41.811192750930786,54.0
-41.799479484558105,55.0
-40.849196434020996,56.0
-40.83738040924072,57.0
-40.82555937767029,58.0
-40.81371831893921,59.0
-40.796820878982544,60.0
-40.785072565078735,61.0
-40.7732675075531,62.0
-40.76148462295532,63.0
-40.74969506263733,64.0
-40.73794627189636,65.0
-40.72620391845703,66.0
-40.71449136734009,67.0
-40.70275950431824,68.0
-39.80460524559021,69.0
-39.7927565574646,70.0
-39.78101873397827,71.0
-39.769264459609985,72.0
-39.757561922073364,73.0
-39.7458176612854,74.0
-39.734150886535645,75.0
-39.72240233421326,76.0
-39.71067786216736,77.0
-39.69896221160889,78.0
-38.77925777435303,79.0
-38.767409324645996,80.0
-38.7556369304657,81.0
-38.74389338493347,82.0
-38.73205327987671,83.0
-38.72025179862976,84.0
-38.708478689193726,85.0
-38.69655203819275,86.0
-38.684601068496704,87.0
-38.673633098602295,88.0
-38.66275691986084,89.0
-38.65186595916748,90.0
-37.73569893836975,91.0
-37.723896741867065,92.0
-37.7121467590332,93.0
-37.698729515075684,94.0
-37.686843156814575,95.0
-37.67506790161133,96.0
-37.66332483291626,97.0
-37.651575326919556,98.0
-37.63983106613159,99.0
-37.62794780731201,100.0
-36.70442342758179,101.0
-36.69247770309448,102.0
-36.680660247802734,103.0
-36.66886043548584,104.0
-36.657087564468384,105.0
-36.64536190032959,106.0
-36.633460521698,107.0
-36.62156534194946,108.0
-36.60972237586975,109.0
-36.5978729724884,110.0
-36.58613920211792,111.0
-35.65807509422302,112.0
-35.64696550369263,113.0
-35.636043310165405,114.0
-35.625102043151855,115.0
-35.61419463157654,116.0
-35.60330557823181,117.0
-35.58628535270691,118.0
-35.569334983825684,119.0
-35.557448387145996,120.0
-34.631491899490356,121.0
-34.619603395462036,122.0
-34.607800006866455,123.0
-34.595900774002075,124.0
-34.583988428115845,125.0
-34.57200503349304,126.0
-34.5600221157074,127.0
-34.54814577102661,128.0
-34.5310595035553,129.0
-34.51920533180237,130.0
-34.507336378097534,131.0
-34.490344524383545,132.0
-33.57657170295715,133.0
-33.55885338783264,134.0
-33.54696702957153,135.0
-33.53503441810608,136.0
-33.523189067840576,137.0
-33.511359214782715,138.0
-33.49961805343628,139.0
-33.487797498703,140.0
-33.475931882858276,141.0
-33.46389937400818,142.0
-33.45190167427063,143.0
-33.4386842250824,144.0
-32.56037449836731,145.0
-32.548532485961914,146.0
-32.536710262298584,147.0
-32.524802446365356,148.0
-32.5130398273468,149.0
-32.50129199028015,150.0
-32.48955750465393,151.0
-32.477689266204834,152.0
-32.46583700180054,153.0
-32.453946590423584,154.0
-32.44210433959961,155.0
-32.4302237033844,156.0
-32.418349742889404,157.0
-32.40640735626221,158.0
-31.510560035705566,159.0
-31.4987051486969,160.0
-31.486704111099243,161.0
-31.474964380264282,162.0
-31.4632465839386,163.0
-31.451560974121094,164.0
-31.43982434272766,165.0
-31.42808485031128,166.0
-31.41629385948181,167.0
-31.404605627059937,168.0
-31.392927169799805,169.0
-31.381194591522217,170.0
-30.462955474853516,171.0
-30.451213359832764,172.0
-30.439557313919067,173.0
-30.427650928497314,174.0
-30.415897130966187,175.0
-30.404203176498413,176.0
-30.392554998397827,177.0
-30.380800247192383,178.0
-30.369171619415283,179.0
-30.35699224472046,180.0
-30.345414638519287,181.0
-30.333736658096313,182.0
-30.322070837020874,183.0
-30.310455322265625,184.0
-30.293482780456543,185.0
-29.404588222503662,186.0
-29.392616987228394,187.0
-29.380709171295166,188.0
-29.368836402893066,189.0
-29.356945753097534,190.0
-29.345053911209106,191.0
-29.333175897598267,192.0
-29.321304321289062,193.0
-29.309444665908813,194.0
-29.297495365142822,195.0
-28.363154649734497,196.0
-28.351292610168457,197.0
-28.339428424835205,198.0
-28.327560424804688,199.0
-28.315681219100952,200.0
-28.303799152374268,201.0
-28.291908979415894,202.0
-28.280021905899048,203.0
-28.262961864471436,204.0
-28.25117516517639,205.0
-28.23404335975647,206.0
-28.2222261428833,207.0
-28.210309982299805,208.0
-28.19843816757202,209.0
-28.18658995628357,210.0
-28.1754150390625,211.0
-28.164520263671875,212.0
-27.300771474838257,213.0
-27.283730268478394,214.0
-27.27184534072876,215.0
-27.244457483291626,216.0
-27.227288246154785,217.0
-27.199989557266235,218.0
-27.177238702774048,219.0
-27.159849166870117,220.0
-27.14279270172119,221.0
-27.125779151916504,222.0
-27.098478078842163,223.0
-27.0813467502594,224.0
-27.06947922706604,225.0
-27.047316074371338,226.0
-26.258476734161377,227.0
-26.247549772262573,228.0
-26.236668348312378,229.0
-26.22546124458313,230.0
-26.213920831680298,231.0
-26.191847562789917,232.0
-26.17480206489563,233.0
-26.157800436019897,234.0
-26.145977020263672,235.0
-26.129117012023926,236.0
-26.112324714660645,237.0
-26.095388650894165,238.0
-26.083679676055908,239.0
-26.066930294036865,240.0
-26.05004382133484,241.0
-26.027912855148315,242.0
-26.014036178588867,243.0
-25.997009754180908,244.0
-25.97999119758606,245.0
-25.23716425895691,246.0
-25.214930534362793,247.0
-25.203109741210938,248.0
-25.186245918273926,249.0
-25.174498319625854,250.0
-25.162832498550415,251.0
-25.151156187057495,252.0
-25.139500617980957,253.0
-24.18892765045166,254.0
-24.172001361846924,255.0
-24.154959678649902,256.0
-24.13695979118347,257.0
-24.120087146759033,258.0
-24.108312606811523,259.0
-24.091490030288696,260.0
-24.06929063796997,261.0
-24.057488203048706,262.0
-24.040491819381714,263.0
-24.028761863708496,264.0
-24.011849880218506,265.0
-23.99476170539856,266.0
-23.977703094482422,267.0
-23.955628633499146,268.0
-23.938525438308716,269.0
-23.921654224395752,270.0
-23.115914821624756,271.0
-23.103999137878418,272.0
-23.086984872817993,273.0
-23.069420337677002,274.0
-23.057650327682495,275.0
-23.045838594436646,276.0
-23.034066200256348,277.0
-23.022322177886963,278.0
-23.005470991134644,279.0
-22.993754625320435,280.0
-22.67305850982666,281.0
-22.298686981201172,282.0
-22.079505920410156,283.0
-22.06254482269287,284.0
-22.04550528526306,285.0
-22.033628940582275,286.0
-22.02185297012329,287.0
-22.00496196746826,288.0
-21.93063497543335,289.0
-21.859596967697144,290.0
-21.717508792877197,291.0
-21.70072340965271,292.0
-21.35184645652771,293.0
-21.32969617843628,294.0
-21.317811489105225,295.0
-21.051851749420166,296.0
-21.039936304092407,297.0
-21.022929668426514,298.0
-20.994177103042603,299.0
-20.848130464553833,300.0
-20.82595920562744,301.0
-20.685508251190186,302.0
-20.621572494506836,303.0
-20.552053213119507,304.0
-20.46866464614868,305.0
-20.31830382347107,306.0
-19.889092922210693,307.0
-19.87224507331848,308.0
-19.855441570281982,309.0
-19.838684558868408,310.0
-19.82699990272522,311.0
-19.815269231796265,312.0
