,cdf,Time to First Token
0,0.0,0.11292840704842126
1,0.01,0.11292840704842126
2,0.02,0.11292840704842126
3,0.03,0.11292840704842126
4,0.04,0.11292840704842126
5,0.05,0.11292840704842126
6,0.06,0.11292840704842126
7,0.07,0.11292840704842126
8,0.08,0.11292840704842126
9,0.09,0.11292840704842126
10,0.1,0.11292840704842126
11,0.11,0.11292840704842126
12,0.12,0.11292840704842126
13,0.13,0.11292840704842126
14,0.14,0.11292840704842126
15,0.15,0.11292840704842126
16,0.16,0.11292840704842126
17,0.17,0.11292840704842126
18,0.18,0.11292840704842126
19,0.19,0.11292840704842126
20,0.2,0.11292840704842126
21,0.21,0.11292840704842126
22,0.22,0.11292840704842126
23,0.23,0.11292840704842126
24,0.24,0.11292840704842126
25,0.25,0.11292840704842126
26,0.26,0.11292840704842126
27,0.27,0.11292840704842126
28,0.28,0.11292840704842126
29,0.29,0.11292840704842126
30,0.3,0.11292840704842126
31,0.31,0.11292840704842126
32,0.32,0.11292840704842126
33,0.33,0.11292840704842126
34,0.34,0.11292840704842126
35,0.35000000000000003,0.11292840704842126
36,0.36,0.11292840704842126
37,0.37,0.11292840704842126
38,0.38,0.11292840704842126
39,0.39,0.11292840704842126
40,0.4,0.11292840704842126
41,0.41000000000000003,0.11292840704842126
42,0.42,0.11292840704842126
43,0.43,0.11292840704842126
44,0.44,0.11292840704842126
45,0.45,0.11292840704842126
46,0.46,0.11292840704842126
47,0.47000000000000003,0.11292840704842126
48,0.48,0.11292840704842126
49,0.49,0.11292840704842126
50,0.5,0.11292840704842126
51,0.51,0.11292840704842126
52,0.52,0.11292840704842126
53,0.53,0.11292840704842126
54,0.54,0.11292840704842126
55,0.55,0.11292840704842126
56,0.56,0.11292840704842126
57,0.5700000000000001,0.11292840704842126
58,0.58,0.11292840704842126
59,0.59,0.11292840704842126
60,0.6,0.11292840704842126
61,0.61,0.11292840704842126
62,0.62,0.11292840704842126
63,0.63,0.11292840704842126
64,0.64,0.11292840704842126
65,0.65,0.11292840704842126
66,0.66,0.11292840704842126
67,0.67,0.11292840704842126
68,0.68,0.11292840704842126
69,0.6900000000000001,0.11292840704842126
70,0.7000000000000001,0.11292840704842126
71,0.71,0.11292840704842126
72,0.72,0.11292840704842126
73,0.73,0.11292840704842126
74,0.74,0.11292840704842126
75,0.75,0.11292840704842126
76,0.76,0.11292840704842126
77,0.77,0.11292840704842126
78,0.78,0.11292840704842126
79,0.79,0.11292840704842126
80,0.8,0.11292840704842126
81,0.81,0.11292840704842126
82,0.8200000000000001,0.11292840704842126
83,0.8300000000000001,0.11292840704842126
84,0.84,0.11292840704842126
85,0.85,0.11292840704842126
86,0.86,0.11292840704842126
87,0.87,0.11292840704842126
88,0.88,0.11292840704842126
89,0.89,0.11292840704842126
90,0.9,0.11292840704842126
91,0.91,0.11292840704842126
92,0.92,0.11292840704842126
93,0.93,0.11292840704842126
94,0.9400000000000001,0.11292840704842126
95,0.9500000000000001,0.11292840704842126
96,0.96,0.11292840704842126
97,0.97,0.11292840704842126
98,0.98,0.11292840704842126
99,0.99,0.11292840704842126
100,1.0,0.11292840704842126
