,cdf,Number of Total Tokens
0,0.0,1048.3804442568558
1,0.01,1048.3804442568558
2,0.02,1048.3804442568558
3,0.03,1048.3804442568558
4,0.04,1048.3804442568558
5,0.05,1048.3804442568558
6,0.06,1048.3804442568558
7,0.07,1048.3804442568558
8,0.08,1048.3804442568558
9,0.09,1048.3804442568558
10,0.1,1048.3804442568558
11,0.11,1048.3804442568558
12,0.12,1048.3804442568558
13,0.13,1048.3804442568558
14,0.14,1048.3804442568558
15,0.15,1048.3804442568558
16,0.16,1048.3804442568558
17,0.17,1048.3804442568558
18,0.18,1048.3804442568558
19,0.19,1048.3804442568558
20,0.2,1048.3804442568558
21,0.21,1048.3804442568558
22,0.22,1048.3804442568558
23,0.23,1048.3804442568558
24,0.24,1048.3804442568558
25,0.25,1048.3804442568558
26,0.26,1048.3804442568558
27,0.27,1048.3804442568558
28,0.28,1048.3804442568558
29,0.29,1048.3804442568558
30,0.3,1048.3804442568558
31,0.31,1048.3804442568558
32,0.32,1048.3804442568558
33,0.33,1048.3804442568558
34,0.34,1048.3804442568558
35,0.35000000000000003,1048.3804442568558
36,0.36,1048.3804442568558
37,0.37,1048.3804442568558
38,0.38,1048.3804442568558
39,0.39,1048.3804442568558
40,0.4,1048.3804442568558
41,0.41000000000000003,1048.3804442568558
42,0.42,1048.3804442568558
43,0.43,1048.3804442568558
44,0.44,1048.3804442568558
45,0.45,1048.3804442568558
46,0.46,1048.3804442568558
47,0.47000000000000003,1048.3804442568558
48,0.48,1048.3804442568558
49,0.49,1048.3804442568558
50,0.5,1048.3804442568558
51,0.51,1048.3804442568558
52,0.52,1048.3804442568558
53,0.53,1048.3804442568558
54,0.54,1048.3804442568558
55,0.55,1048.3804442568558
56,0.56,1048.3804442568558
57,0.5700000000000001,1048.3804442568558
58,0.58,1048.3804442568558
59,0.59,1048.3804442568558
60,0.6,1048.3804442568558
61,0.61,1048.3804442568558
62,0.62,1048.3804442568558
63,0.63,1048.3804442568558
64,0.64,1048.3804442568558
65,0.65,1048.3804442568558
66,0.66,1048.3804442568558
67,0.67,1048.3804442568558
68,0.68,1048.3804442568558
69,0.6900000000000001,1048.3804442568558
70,0.7000000000000001,1048.3804442568558
71,0.71,1048.3804442568558
72,0.72,1048.3804442568558
73,0.73,1048.3804442568558
74,0.74,1048.3804442568558
75,0.75,1048.3804442568558
76,0.76,1048.3804442568558
77,0.77,1048.3804442568558
78,0.78,1048.3804442568558
79,0.79,1048.3804442568558
80,0.8,1048.3804442568558
81,0.81,1048.3804442568558
82,0.8200000000000001,1048.3804442568558
83,0.8300000000000001,1048.3804442568558
84,0.84,1048.3804442568558
85,0.85,1048.3804442568558
86,0.86,1048.3804442568558
87,0.87,1048.3804442568558
88,0.88,1048.3804442568558
89,0.89,1048.3804442568558
90,0.9,1048.3804442568558
91,0.91,1048.3804442568558
92,0.92,1048.3804442568558
93,0.93,1048.3804442568558
94,0.9400000000000001,1048.3804442568558
95,0.9500000000000001,1048.3804442568558
96,0.96,1048.3804442568558
97,0.97,1048.3804442568558
98,0.98,1048.3804442568558
99,0.99,1048.3804442568558
100,1.0,1048.3804442568558
