,cdf,End to End Latency
0,0.0,0.33588015517647485
1,0.01,0.33588015517647485
2,0.02,0.33588015517647485
3,0.03,0.33588015517647485
4,0.04,0.33588015517647485
5,0.05,0.33588015517647485
6,0.06,0.33588015517647485
7,0.07,0.33588015517647485
8,0.08,0.33588015517647485
9,0.09,0.33588015517647485
10,0.1,0.33588015517647485
11,0.11,0.33588015517647485
12,0.12,0.33588015517647485
13,0.13,0.33588015517647485
14,0.14,0.33588015517647485
15,0.15,0.33588015517647485
16,0.16,0.33588015517647485
17,0.17,0.33588015517647485
18,0.18,0.33588015517647485
19,0.19,0.33588015517647485
20,0.2,0.33588015517647485
21,0.21,0.33588015517647485
22,0.22,0.33588015517647485
23,0.23,0.33588015517647485
24,0.24,0.33588015517647485
25,0.25,0.33588015517647485
26,0.26,0.33588015517647485
27,0.27,0.33588015517647485
28,0.28,0.33588015517647485
29,0.29,0.33588015517647485
30,0.3,0.33588015517647485
31,0.31,0.33588015517647485
32,0.32,0.33588015517647485
33,0.33,0.33588015517647485
34,0.34,0.33588015517647485
35,0.35000000000000003,0.33588015517647485
36,0.36,0.33588015517647485
37,0.37,0.33588015517647485
38,0.38,0.33588015517647485
39,0.39,0.33588015517647485
40,0.4,0.33588015517647485
41,0.41000000000000003,0.33588015517647485
42,0.42,0.33588015517647485
43,0.43,0.33588015517647485
44,0.44,0.33588015517647485
45,0.45,0.33588015517647485
46,0.46,0.33588015517647485
47,0.47000000000000003,0.33588015517647485
48,0.48,0.33588015517647485
49,0.49,0.33588015517647485
50,0.5,0.33588015517647485
51,0.51,0.33588015517647485
52,0.52,0.33588015517647485
53,0.53,0.33588015517647485
54,0.54,0.33588015517647485
55,0.55,0.33588015517647485
56,0.56,0.33588015517647485
57,0.5700000000000001,0.33588015517647485
58,0.58,0.33588015517647485
59,0.59,0.33588015517647485
60,0.6,0.33588015517647485
61,0.61,0.33588015517647485
62,0.62,0.33588015517647485
63,0.63,0.33588015517647485
64,0.64,0.33588015517647485
65,0.65,0.33588015517647485
66,0.66,0.33588015517647485
67,0.67,0.33588015517647485
68,0.68,0.33588015517647485
69,0.6900000000000001,0.33588015517647485
70,0.7000000000000001,0.33588015517647485
71,0.71,0.33588015517647485
72,0.72,0.33588015517647485
73,0.73,0.33588015517647485
74,0.74,0.33588015517647485
75,0.75,0.33588015517647485
76,0.76,0.33588015517647485
77,0.77,0.33588015517647485
78,0.78,0.33588015517647485
79,0.79,0.33588015517647485
80,0.8,0.33588015517647485
81,0.81,0.33588015517647485
82,0.8200000000000001,0.33588015517647485
83,0.8300000000000001,0.33588015517647485
84,0.84,0.33588015517647485
85,0.85,0.33588015517647485
86,0.86,0.33588015517647485
87,0.87,0.33588015517647485
88,0.88,0.33588015517647485
89,0.89,0.33588015517647485
90,0.9,0.33588015517647485
91,0.91,0.33588015517647485
92,0.92,0.33588015517647485
93,0.93,0.33588015517647485
94,0.9400000000000001,0.33588015517647485
95,0.9500000000000001,0.33588015517647485
96,0.96,0.33588015517647485
97,0.97,0.33588015517647485
98,0.98,0.33588015517647485
99,0.99,0.33588015517647485
100,1.0,0.33588015517647485
