,cdf,Number of Output Tokens
0,0.0,22.988648370853415
1,0.01,22.988648370853415
2,0.02,22.988648370853415
3,0.03,22.988648370853415
4,0.04,22.988648370853415
5,0.05,22.988648370853415
6,0.06,22.988648370853415
7,0.07,22.988648370853415
8,0.08,22.988648370853415
9,0.09,22.988648370853415
10,0.1,22.988648370853415
11,0.11,22.988648370853415
12,0.12,22.988648370853415
13,0.13,22.988648370853415
14,0.14,22.988648370853415
15,0.15,22.988648370853415
16,0.16,22.988648370853415
17,0.17,22.988648370853415
18,0.18,22.988648370853415
19,0.19,22.988648370853415
20,0.2,22.988648370853415
21,0.21,22.988648370853415
22,0.22,22.988648370853415
23,0.23,22.988648370853415
24,0.24,22.988648370853415
25,0.25,22.988648370853415
26,0.26,22.988648370853415
27,0.27,22.988648370853415
28,0.28,22.988648370853415
29,0.29,22.988648370853415
30,0.3,22.988648370853415
31,0.31,22.988648370853415
32,0.32,22.988648370853415
33,0.33,22.988648370853415
34,0.34,22.988648370853415
35,0.35000000000000003,22.988648370853415
36,0.36,22.988648370853415
37,0.37,22.988648370853415
38,0.38,22.988648370853415
39,0.39,22.988648370853415
40,0.4,22.988648370853415
41,0.41000000000000003,22.988648370853415
42,0.42,22.988648370853415
43,0.43,22.988648370853415
44,0.44,22.988648370853415
45,0.45,22.988648370853415
46,0.46,22.988648370853415
47,0.47000000000000003,22.988648370853415
48,0.48,22.988648370853415
49,0.49,22.988648370853415
50,0.5,22.988648370853415
51,0.51,22.988648370853415
52,0.52,22.988648370853415
53,0.53,22.988648370853415
54,0.54,22.988648370853415
55,0.55,22.988648370853415
56,0.56,22.988648370853415
57,0.5700000000000001,22.988648370853415
58,0.58,22.988648370853415
59,0.59,22.988648370853415
60,0.6,22.988648370853415
61,0.61,22.988648370853415
62,0.62,22.988648370853415
63,0.63,22.988648370853415
64,0.64,22.988648370853415
65,0.65,22.988648370853415
66,0.66,22.988648370853415
67,0.67,22.988648370853415
68,0.68,22.988648370853415
69,0.6900000000000001,22.988648370853415
70,0.7000000000000001,22.988648370853415
71,0.71,22.988648370853415
72,0.72,22.988648370853415
73,0.73,22.988648370853415
74,0.74,22.988648370853415
75,0.75,22.988648370853415
76,0.76,22.988648370853415
77,0.77,22.988648370853415
78,0.78,22.988648370853415
79,0.79,22.988648370853415
80,0.8,22.988648370853415
81,0.81,22.988648370853415
82,0.8200000000000001,22.988648370853415
83,0.8300000000000001,22.988648370853415
84,0.84,22.988648370853415
85,0.85,22.988648370853415
86,0.86,22.988648370853415
87,0.87,22.988648370853415
88,0.88,22.988648370853415
89,0.89,22.988648370853415
90,0.9,22.988648370853415
91,0.91,22.988648370853415
92,0.92,22.988648370853415
93,0.93,22.988648370853415
94,0.9400000000000001,22.988648370853415
95,0.9500000000000001,22.988648370853415
96,0.96,22.988648370853415
97,0.97,22.988648370853415
98,0.98,22.988648370853415
99,0.99,22.988648370853415
100,1.0,22.988648370853415
