,cdf,Number of Total Tokens
0,0.0,535.3932878651003
1,0.01,535.3932878651003
2,0.02,535.3932878651003
3,0.03,535.3932878651003
4,0.04,535.3932878651003
5,0.05,535.3932878651003
6,0.06,535.3932878651003
7,0.07,535.3932878651003
8,0.08,535.3932878651003
9,0.09,535.3932878651003
10,0.1,535.3932878651003
11,0.11,535.3932878651003
12,0.12,535.3932878651003
13,0.13,535.3932878651003
14,0.14,535.3932878651003
15,0.15,535.3932878651003
16,0.16,535.3932878651003
17,0.17,535.3932878651003
18,0.18,535.3932878651003
19,0.19,535.3932878651003
20,0.2,535.3932878651003
21,0.21,535.3932878651003
22,0.22,535.3932878651003
23,0.23,535.3932878651003
24,0.24,535.3932878651003
25,0.25,535.3932878651003
26,0.26,535.3932878651003
27,0.27,535.3932878651003
28,0.28,535.3932878651003
29,0.29,535.3932878651003
30,0.3,535.3932878651003
31,0.31,535.3932878651003
32,0.32,535.3932878651003
33,0.33,535.3932878651003
34,0.34,535.3932878651003
35,0.35000000000000003,535.3932878651003
36,0.36,535.3932878651003
37,0.37,535.3932878651003
38,0.38,535.3932878651003
39,0.39,535.3932878651003
40,0.4,535.3932878651003
41,0.41000000000000003,535.3932878651003
42,0.42,535.3932878651003
43,0.43,535.3932878651003
44,0.44,535.3932878651003
45,0.45,535.3932878651003
46,0.46,535.3932878651003
47,0.47000000000000003,535.3932878651003
48,0.48,535.3932878651003
49,0.49,535.3932878651003
50,0.5,535.3932878651003
51,0.51,535.3932878651003
52,0.52,535.3932878651003
53,0.53,535.3932878651003
54,0.54,535.3932878651003
55,0.55,535.3932878651003
56,0.56,535.3932878651003
57,0.5700000000000001,535.3932878651003
58,0.58,535.3932878651003
59,0.59,535.3932878651003
60,0.6,535.3932878651003
61,0.61,535.3932878651003
62,0.62,535.3932878651003
63,0.63,535.3932878651003
64,0.64,535.3932878651003
65,0.65,535.3932878651003
66,0.66,535.3932878651003
67,0.67,535.3932878651003
68,0.68,535.3932878651003
69,0.6900000000000001,535.3932878651003
70,0.7000000000000001,535.3932878651003
71,0.71,535.3932878651003
72,0.72,535.3932878651003
73,0.73,535.3932878651003
74,0.74,535.3932878651003
75,0.75,535.3932878651003
76,0.76,535.3932878651003
77,0.77,535.3932878651003
78,0.78,535.3932878651003
79,0.79,535.3932878651003
80,0.8,535.3932878651003
81,0.81,535.3932878651003
82,0.8200000000000001,535.3932878651003
83,0.8300000000000001,535.3932878651003
84,0.84,535.3932878651003
85,0.85,535.3932878651003
86,0.86,535.3932878651003
87,0.87,535.3932878651003
88,0.88,535.3932878651003
89,0.89,535.3932878651003
90,0.9,535.3932878651003
91,0.91,535.3932878651003
92,0.92,535.3932878651003
93,0.93,535.3932878651003
94,0.9400000000000001,535.3932878651003
95,0.9500000000000001,535.3932878651003
96,0.96,535.3932878651003
97,0.97,535.3932878651003
98,0.98,535.3932878651003
99,0.99,535.3932878651003
100,1.0,535.3932878651003
