,cdf,Number of Total Tokens
0,0.0,2323.899990429822
1,0.01,2323.899990429822
2,0.02,2323.899990429822
3,0.03,2323.899990429822
4,0.04,2323.899990429822
5,0.05,2323.899990429822
6,0.06,2323.899990429822
7,0.07,2323.899990429822
8,0.08,2323.899990429822
9,0.09,2323.899990429822
10,0.1,2323.899990429822
11,0.11,2323.899990429822
12,0.12,2323.899990429822
13,0.13,2323.899990429822
14,0.14,2323.899990429822
15,0.15,2323.899990429822
16,0.16,2323.899990429822
17,0.17,2323.899990429822
18,0.18,2323.899990429822
19,0.19,2323.899990429822
20,0.2,2323.899990429822
21,0.21,2323.899990429822
22,0.22,2323.899990429822
23,0.23,2323.899990429822
24,0.24,2323.899990429822
25,0.25,2323.899990429822
26,0.26,2323.899990429822
27,0.27,2323.899990429822
28,0.28,2323.899990429822
29,0.29,2323.899990429822
30,0.3,2323.899990429822
31,0.31,2323.899990429822
32,0.32,2323.899990429822
33,0.33,2323.899990429822
34,0.34,2323.899990429822
35,0.35000000000000003,2323.899990429822
36,0.36,2323.899990429822
37,0.37,2323.899990429822
38,0.38,2323.899990429822
39,0.39,2323.899990429822
40,0.4,2323.899990429822
41,0.41000000000000003,2323.899990429822
42,0.42,2323.899990429822
43,0.43,2323.899990429822
44,0.44,2323.899990429822
45,0.45,2323.899990429822
46,0.46,2323.899990429822
47,0.47000000000000003,2323.899990429822
48,0.48,2323.899990429822
49,0.49,2323.899990429822
50,0.5,2323.899990429822
51,0.51,2323.899990429822
52,0.52,2323.899990429822
53,0.53,2323.899990429822
54,0.54,2323.899990429822
55,0.55,2323.899990429822
56,0.56,2323.899990429822
57,0.5700000000000001,2323.899990429822
58,0.58,2323.899990429822
59,0.59,2323.899990429822
60,0.6,2323.899990429822
61,0.61,2323.899990429822
62,0.62,2323.899990429822
63,0.63,2323.899990429822
64,0.64,2323.899990429822
65,0.65,2323.899990429822
66,0.66,2323.899990429822
67,0.67,2323.899990429822
68,0.68,2323.899990429822
69,0.6900000000000001,2323.899990429822
70,0.7000000000000001,2323.899990429822
71,0.71,2323.899990429822
72,0.72,2323.899990429822
73,0.73,2323.899990429822
74,0.74,2323.899990429822
75,0.75,2323.899990429822
76,0.76,2323.899990429822
77,0.77,2323.899990429822
78,0.78,2323.899990429822
79,0.79,2323.899990429822
80,0.8,2323.899990429822
81,0.81,2323.899990429822
82,0.8200000000000001,2323.899990429822
83,0.8300000000000001,2323.899990429822
84,0.84,2323.899990429822
85,0.85,2323.899990429822
86,0.86,2323.899990429822
87,0.87,2323.899990429822
88,0.88,2323.899990429822
89,0.89,2323.899990429822
90,0.9,2323.899990429822
91,0.91,2323.899990429822
92,0.92,2323.899990429822
93,0.93,2323.899990429822
94,0.9400000000000001,2323.899990429822
95,0.9500000000000001,2323.899990429822
96,0.96,2323.899990429822
97,0.97,2323.899990429822
98,0.98,2323.899990429822
99,0.99,2323.899990429822
100,1.0,2323.899990429822
