,cdf,Number of Output Tokens
0,0.0,277.27266577302964
1,0.01,277.27266577302964
2,0.02,277.27266577302964
3,0.03,277.27266577302964
4,0.04,277.27266577302964
5,0.05,277.27266577302964
6,0.06,277.27266577302964
7,0.07,277.27266577302964
8,0.08,277.27266577302964
9,0.09,277.27266577302964
10,0.1,277.27266577302964
11,0.11,277.27266577302964
12,0.12,277.27266577302964
13,0.13,277.27266577302964
14,0.14,277.27266577302964
15,0.15,277.27266577302964
16,0.16,277.27266577302964
17,0.17,277.27266577302964
18,0.18,277.27266577302964
19,0.19,277.27266577302964
20,0.2,277.27266577302964
21,0.21,277.27266577302964
22,0.22,277.27266577302964
23,0.23,277.27266577302964
24,0.24,277.27266577302964
25,0.25,277.27266577302964
26,0.26,277.27266577302964
27,0.27,277.27266577302964
28,0.28,277.27266577302964
29,0.29,277.27266577302964
30,0.3,277.27266577302964
31,0.31,277.27266577302964
32,0.32,277.27266577302964
33,0.33,277.27266577302964
34,0.34,277.27266577302964
35,0.35000000000000003,277.27266577302964
36,0.36,277.27266577302964
37,0.37,277.27266577302964
38,0.38,277.27266577302964
39,0.39,277.27266577302964
40,0.4,277.27266577302964
41,0.41000000000000003,277.27266577302964
42,0.42,277.27266577302964
43,0.43,277.27266577302964
44,0.44,277.27266577302964
45,0.45,277.27266577302964
46,0.46,277.27266577302964
47,0.47000000000000003,277.27266577302964
48,0.48,277.27266577302964
49,0.49,277.27266577302964
50,0.5,277.27266577302964
51,0.51,277.27266577302964
52,0.52,277.27266577302964
53,0.53,277.27266577302964
54,0.54,277.27266577302964
55,0.55,277.27266577302964
56,0.56,277.27266577302964
57,0.5700000000000001,277.27266577302964
58,0.58,277.27266577302964
59,0.59,277.27266577302964
60,0.6,277.27266577302964
61,0.61,277.27266577302964
62,0.62,277.27266577302964
63,0.63,277.27266577302964
64,0.64,277.27266577302964
65,0.65,277.27266577302964
66,0.66,277.27266577302964
67,0.67,277.27266577302964
68,0.68,277.27266577302964
69,0.6900000000000001,277.27266577302964
70,0.7000000000000001,277.27266577302964
71,0.71,277.27266577302964
72,0.72,277.27266577302964
73,0.73,277.27266577302964
74,0.74,277.27266577302964
75,0.75,277.27266577302964
76,0.76,277.27266577302964
77,0.77,277.27266577302964
78,0.78,277.27266577302964
79,0.79,277.27266577302964
80,0.8,277.27266577302964
81,0.81,277.27266577302964
82,0.8200000000000001,277.27266577302964
83,0.8300000000000001,277.27266577302964
84,0.84,277.27266577302964
85,0.85,277.27266577302964
86,0.86,277.27266577302964
87,0.87,277.27266577302964
88,0.88,277.27266577302964
89,0.89,277.27266577302964
90,0.9,277.27266577302964
91,0.91,277.27266577302964
92,0.92,277.27266577302964
93,0.93,277.27266577302964
94,0.9400000000000001,277.27266577302964
95,0.9500000000000001,277.27266577302964
96,0.96,277.27266577302964
97,0.97,277.27266577302964
98,0.98,277.27266577302964
99,0.99,277.27266577302964
100,1.0,277.27266577302964
