,cdf,Time per Output Token
0,0.0,0.015375162570294712
1,0.01,0.015375162570294712
2,0.02,0.015375162570294712
3,0.03,0.015375162570294712
4,0.04,0.015623143813782043
5,0.05,0.015623143813782043
6,0.06,0.015623143813782043
7,0.07,0.016034672378941295
8,0.08,0.016034672378941295
9,0.09,0.016034672378941295
10,0.1,0.016457041000491286
11,0.11,0.016457041000491286
12,0.12,0.016457041000491286
13,0.13,0.016856787892786603
14,0.14,0.016856787892786603
15,0.15,0.016856787892786603
16,0.16,0.016856787892786603
17,0.17,0.017266244767447207
18,0.18,0.017266244767447207
19,0.19,0.017266244767447207
20,0.2,0.017685647483111043
21,0.21,0.017685647483111043
22,0.22,0.017685647483111043
23,0.23,0.01807904334652525
24,0.24,0.01807904334652525
25,0.25,0.01807904334652525
26,0.26,0.018481189825685865
27,0.27,0.018481189825685865
28,0.28,0.018481189825685865
29,0.29,0.018481189825685865
30,0.3,0.01870430016266761
31,0.31,0.01870430016266761
32,0.32,0.01870430016266761
33,0.33,0.01908215221743059
34,0.34,0.01908215221743059
35,0.35000000000000003,0.01908215221743059
36,0.36,0.019467637392601538
37,0.37,0.019467637392601538
38,0.38,0.019467637392601538
39,0.39,0.019860909887493217
40,0.4,0.019860909887493217
41,0.41000000000000003,0.019860909887493217
42,0.42,0.020262127016452143
43,0.43,0.020262127016452143
44,0.44,0.020262127016452143
45,0.45,0.020262127016452143
46,0.46,0.020671449271786557
47,0.47000000000000003,0.020671449271786557
48,0.48,0.020671449271786557
49,0.49,0.0210048526860052
50,0.5,0.0210048526860052
51,0.51,0.0210048526860052
52,0.52,0.021215955035797776
53,0.53,0.021215955035797776
54,0.54,0.021215955035797776
55,0.55,0.02160130005580778
56,0.56,0.02160130005580778
57,0.5700000000000001,0.02160130005580778
58,0.58,0.02160130005580778
59,0.59,0.021993644090672216
60,0.6,0.021993644090672216
61,0.61,0.021993644090672216
62,0.62,0.022348372776335664
63,0.63,0.022348372776335664
64,0.64,0.022348372776335664
65,0.65,0.022708822771297113
66,0.66,0.022708822771297113
67,0.67,0.022708822771297113
68,0.68,0.02307508635278533
69,0.6900000000000001,0.02307508635278533
70,0.7000000000000001,0.02307508635278533
71,0.71,0.023260427481417243
72,0.72,0.023260427481417243
73,0.73,0.023260427481417243
74,0.74,0.023260427481417243
75,0.75,0.02363558772473284
76,0.76,0.02363558772473284
77,0.77,0.02363558772473284
78,0.78,0.023968813199611645
79,0.79,0.023968813199611645
80,0.8,0.023968813199611645
81,0.81,0.02430673664174227
82,0.8200000000000001,0.02430673664174227
83,0.8300000000000001,0.02430673664174227
84,0.84,0.024698772482012597
85,0.85,0.024698772482012597
86,0.86,0.024698772482012597
87,0.87,0.024698772482012597
88,0.88,0.025046987228567425
89,0.89,0.025046987228567425
90,0.9,0.025046987228567425
91,0.91,0.025197720951150127
92,0.92,0.025197720951150127
93,0.93,0.025197720951150127
94,0.9400000000000001,0.02550191521924695
95,0.9500000000000001,0.02550191521924695
96,0.96,0.02550191521924695
97,0.97,0.025861453044505267
98,0.98,0.025861453044505267
99,0.99,0.025861453044505267
100,1.0,0.026278564424957015
