,cdf,Time Between Tokens
0,0.0,0.0
1,0.01,0.012289599218201957
2,0.02,0.01268922646132945
3,0.03,0.013049545853273191
4,0.04,0.013339817236495882
5,0.05,0.013554971024371348
6,0.06,0.013718610605023348
7,0.07,0.01385648497995479
8,0.08,0.01405184013005181
9,0.09,0.014164705749241335
10,0.1,0.014307063456409525
11,0.11,0.014450851882799777
12,0.12,0.014537817659518063
13,0.13,0.0146253067995911
14,0.14,0.014713322452639456
15,0.15,0.01480186778723828
16,0.16,0.014861193851189074
17,0.17,0.014920757694717035
18,0.18,0.015010551382498934
19,0.19,0.015100885452111988
20,0.2,0.015161409982456598
21,0.21,0.015222177095846093
22,0.22,0.015283187764556231
23,0.23,0.015344442964759656
24,0.24,0.015405943676541549
25,0.25,0.015436786406624717
26,0.26,0.015498657232031206
27,0.27,0.015529685574838067
28,0.28,0.015591928741227034
29,0.29,0.015623143813782043
30,0.3,0.015685761561915694
31,0.31,0.01571716448796558
32,0.32,0.01574863028273627
33,0.33,0.015811750982145337
34,0.34,0.01584340613926675
35,0.35000000000000003,0.01590690670144762
36,0.36,0.015938752360509578
37,0.37,0.015970661774644724
38,0.38,0.01600263507149086
39,0.39,0.016034672378941295
40,0.4,0.016066773825145382
41,0.41000000000000003,0.016131169647695245
42,0.42,0.016131169647695245
43,0.43,0.016163464281624563
44,0.44,0.01622824764068582
45,0.45,0.01626073662495146
46,0.46,0.01629329065222864
47,0.47000000000000003,0.016325909852733606
48,0.48,0.01635859435694328
49,0.49,0.016391344295595824
50,0.5,0.016424159799691102
51,0.51,0.016457041000491286
52,0.52,0.0164899880295213
53,0.53,0.01652300101856939
54,0.54,0.01655608009968765
55,0.55,0.01658922540519253
56,0.56,0.01662243706766539
57,0.5700000000000001,0.01668905999516812
58,0.58,0.016722471526689982
59,0.59,0.01678949539350651
60,0.6,0.016823107996896916
61,0.61,0.016856787892786603
62,0.62,0.016890535215895276
63,0.63,0.0169582326839976
64,0.64,0.016992183099781375
65,0.65,0.017060287973823713
66,0.66,0.017128665813019556
67,0.67,0.017162957436268847
68,0.68,0.017231746775903854
69,0.6900000000000001,0.017300811824038694
70,0.7000000000000001,0.017370153685716334
71,0.71,0.0174397734704088
72,0.72,0.017509672292034872
73,0.73,0.017615046166413306
74,0.74,0.017685647483111043
75,0.75,0.01779208038288807
76,0.76,0.017899153799907433
77,0.77,0.01807904334652525
78,0.78,0.018260740813748913
79,0.79,0.018481189825685865
80,0.8,0.01896800205900161
81,0.81,0.03991506036017978
82,0.8200000000000001,0.04080292265917775
83,0.8300000000000001,0.04113065533248235
84,0.84,0.04137818118195694
85,0.85,0.04154402542933529
86,0.86,0.041794038955788156
87,0.87,0.04196154996612094
88,0.88,0.042129732362595984
89,0.89,0.04229858883613699
90,0.9,0.042468122088452895
91,0.91,0.04263833483208122
92,0.92,0.0428092297904313
93,0.93,0.04298080969782792
94,0.9400000000000001,0.04323946984670132
95,0.9500000000000001,0.04349968662219686
96,0.96,0.04367403388887171
97,0.97,0.04402482758078329
98,0.98,0.0443784388785656
99,0.99,0.04500410668686874
100,1.0,0.04712264922234397
